"","decimallongitude","decimallatitude","date_year","scientificname","coordinateuncertaintyinmeters","bathymetry","sst","sss"
"440",57.41,23.993,2016,"Chelonia mydas",111.32,30,28.41,36.82
"441",57.413,23.974,2016,"Chelonia mydas",111.32,33,28.41,36.82
"442",56.939,24.116,2016,"Chelonia mydas",111.32,-1,28.49,36.82
"443",56.758,24.449,2016,"Chelonia mydas",111.32,27,28.51,36.83
"444",56.916,24.556,2016,"Chelonia mydas",111.32,282,28.52,36.83
"445",56.505,24.831,2016,"Chelonia mydas",111.32,2,28.5,36.84
"446",56.486,24.966,2016,"Chelonia mydas",111.32,58,28.5,36.84
"447",56.488,24.966,2016,"Chelonia mydas",111.32,58,28.5,36.84
"448",56.409,25.762,2016,"Chelonia mydas",111.32,21,28.26,37.03
"449",56.443,26.013,2016,"Chelonia mydas",111.32,96,28.11,36.87
"450",56.478,26.086,2016,"Chelonia mydas",111.32,69,28.09,36.87
"451",56.467,26.125,2016,"Chelonia mydas",111.32,17,28.09,36.87
"452",56.543,26.207,2016,"Chelonia mydas",111.32,92,28.13,36.85
"453",56.46,26.305,2016,"Chelonia mydas",111.32,59,27.92,36.85
"454",56.469,26.367,2016,"Chelonia mydas",111.32,76,27.91,36.9
"455",56.153,26.234,2016,"Chelonia mydas",111.32,69,27.91,37.52
"456",55.84,25.758,2016,"Chelonia mydas",111.32,5,28.13,38.64
"457",55.62,25.663,2016,"Chelonia mydas",111.32,9,28.23,38.81
"458",55.61,25.653,2016,"Chelonia mydas",111.32,7,28.23,38.81
"459",55.584,25.628,2016,"Chelonia mydas",111.32,8,28.23,38.81
"460",55.671,25.646,2016,"Chelonia mydas",111.32,4,28.21,38.74
"461",55.738,25.676,2016,"Chelonia mydas",111.32,2,28.19,38.73
"462",55.626,25.61,2016,"Chelonia mydas",111.32,-1,28.23,38.81
"463",55.67,25.625,2016,"Chelonia mydas",111.32,2,28.21,38.74
"464",55.714,25.676,2016,"Chelonia mydas",111.32,5,28.19,38.73
"465",55.712,25.654,2016,"Chelonia mydas",111.32,-1,28.21,38.74
"466",55.5,25.567,2016,"Chelonia mydas",111.32,11,28.22,38.93
"467",55.569,25.678,2017,"Chelonia mydas",111.32,18,28.2,38.79
"468",55.679,25.626,2017,"Chelonia mydas",111.32,4,28.21,38.74
"469",55.671,25.612,2017,"Chelonia mydas",111.32,2,28.21,38.74
"470",55.68,25.626,2017,"Chelonia mydas",111.32,4,28.21,38.74
"471",53.68,24.227,2016,"Chelonia mydas",111.32,19,27.99,38.79
"472",53.718,24.25,2016,"Chelonia mydas",111.32,20,27.99,38.79
"473",53.722,24.246,2016,"Chelonia mydas",111.32,20,27.99,38.79
"474",53.71,24.24,2016,"Chelonia mydas",111.32,13,27.99,38.79
"475",53.744,24.26,2016,"Chelonia mydas",111.32,17,28.03,38.79
"476",53.741,24.235,2016,"Chelonia mydas",111.32,-2,27.99,38.79
"477",53.705,24.247,2016,"Chelonia mydas",111.32,20,27.99,38.79
"478",53.7,24.247,2016,"Chelonia mydas",111.32,20,27.99,38.79
"479",53.694,24.25,2016,"Chelonia mydas",111.32,18,27.99,38.79
"480",53.705,24.251,2016,"Chelonia mydas",111.32,18,28.03,38.79
"481",53.684,24.242,2016,"Chelonia mydas",111.32,18,27.99,38.79
"482",53.562,24.271,2016,"Chelonia mydas",111.32,6,28.02,38.74
"483",53.749,24.247,2016,"Chelonia mydas",111.32,13,27.99,38.79
"484",53.69,24.225,2016,"Chelonia mydas",111.32,21,27.99,38.79
"485",53.705,24.238,2016,"Chelonia mydas",111.32,15,27.99,38.79
"486",53.702,24.252,2016,"Chelonia mydas",111.32,18,28.03,38.79
"487",53.707,24.244,2016,"Chelonia mydas",111.32,20,27.99,38.79
"488",53.705,24.241,2016,"Chelonia mydas",111.32,15,27.99,38.79
"489",53.713,24.243,2016,"Chelonia mydas",111.32,19,27.99,38.79
"490",53.717,24.244,2016,"Chelonia mydas",111.32,20,27.99,38.79
"491",53.704,24.238,2016,"Chelonia mydas",111.32,15,27.99,38.79
"492",53.681,24.242,2016,"Chelonia mydas",111.32,16,27.99,38.79
"493",53.693,24.228,2016,"Chelonia mydas",111.32,14,27.99,38.79
"494",53.693,24.243,2016,"Chelonia mydas",111.32,18,27.99,38.79
"495",53.697,24.247,2016,"Chelonia mydas",111.32,18,27.99,38.79
"496",53.711,24.254,2016,"Chelonia mydas",111.32,18,28.03,38.79
"497",53.683,24.231,2016,"Chelonia mydas",111.32,19,27.99,38.79
"498",53.661,24.222,2016,"Chelonia mydas",111.32,18,28,38.76
"499",53.642,24.222,2016,"Chelonia mydas",111.32,12,28,38.76
"500",53.395,24.19,2016,"Chelonia mydas",111.32,6,28,38.69
"501",53.325,24.217,2016,"Chelonia mydas",111.32,8,28,38.65
"502",53.167,24.312,2016,"Chelonia mydas",111.32,2,27.99,38.65
"503",53.177,24.259,2016,"Chelonia mydas",111.32,10,27.99,38.65
"504",53.168,24.465,2016,"Chelonia mydas",111.32,9,27.98,38.69
"505",53.216,24.419,2016,"Chelonia mydas",111.32,5,27.98,38.69
"506",53.505,24.36,2016,"Chelonia mydas",111.32,8,28.04,38.75
"507",53.757,24.276,2016,"Chelonia mydas",111.32,15,28.01,38.8
"508",59.757,22.564,2016,"Chelonia mydas",111.32,117,26.95,36.64
"509",59.832,22.53,2016,"Chelonia mydas",111.32,66,26.95,36.64
"510",59.861,22.566,2016,"Chelonia mydas",111.32,625,26.89,36.63
"511",59.84,22.514,2016,"Chelonia mydas",111.32,49,26.89,36.63
"512",59.83,22.513,2016,"Chelonia mydas",111.32,27,26.95,36.64
"513",54.678,24.822,2016,"Chelonia mydas",111.32,4,28.2,38.97
"514",54.627,24.73,2016,"Chelonia mydas",111.32,5,28.14,38.97
"515",54.342,24.554,2016,"Chelonia mydas",111.32,8,28.09,38.93
"516",54.553,24.669,2016,"Chelonia mydas",111.32,9,28.13,38.98
"517",54.462,24.583,2016,"Chelonia mydas",111.32,2,28.09,38.96
"518",54.392,24.55,2016,"Chelonia mydas",111.32,2,28.09,38.93
"519",54.122,24.487,2016,"Chelonia mydas",111.32,10,28.03,38.88
"520",54.01,24.376,2016,"Chelonia mydas",111.32,4,28.02,38.85
"521",53.826,24.266,2016,"Chelonia mydas",111.32,17,28.01,38.8
"522",53.629,24.265,2016,"Chelonia mydas",111.32,8,28.02,38.76
"523",53.635,24.197,2016,"Chelonia mydas",111.32,4,28,38.76
"524",53.72,24.316,2016,"Chelonia mydas",111.32,7,28.03,38.79
"525",53.75,24.266,2016,"Chelonia mydas",111.32,17,28.01,38.8
"526",53.742,24.291,2016,"Chelonia mydas",111.32,13,28.03,38.79
"527",53.727,24.271,2016,"Chelonia mydas",111.32,16,28.03,38.79
"528",53.728,24.265,2016,"Chelonia mydas",111.32,17,28.03,38.79
"529",53.758,24.253,2016,"Chelonia mydas",111.32,17,28.01,38.8
"530",53.025,24.622,2016,"Chelonia mydas",111.32,2,27.91,38.67
"531",53.047,24.695,2016,"Chelonia mydas",111.32,13,27.91,38.69
"532",53.145,24.692,2016,"Chelonia mydas",111.32,11,27.92,38.71
"533",53.035,24.627,2016,"Chelonia mydas",111.32,2,27.91,38.67
"534",53.024,24.642,2016,"Chelonia mydas",111.32,9,27.91,38.67
"535",52.996,24.622,2016,"Chelonia mydas",111.32,8,27.89,38.66
"536",52.901,24.646,2016,"Chelonia mydas",111.32,9,27.86,38.64
"537",52.864,24.653,2016,"Chelonia mydas",111.32,15,27.86,38.64
"538",52.8,24.664,2016,"Chelonia mydas",111.32,15,27.83,38.59
"539",52.895,24.674,2016,"Chelonia mydas",111.32,13,27.85,38.65
"540",52.92,24.666,2016,"Chelonia mydas",111.32,10,27.89,38.66
"541",52.923,24.657,2016,"Chelonia mydas",111.32,9,27.89,38.66
"542",52.97,24.54,2016,"Chelonia mydas",111.32,5,27.89,38.64
"543",52.971,24.563,2016,"Chelonia mydas",111.32,9,27.89,38.64
"544",53.059,24.585,2016,"Chelonia mydas",111.32,2,27.91,38.67
"545",53.125,24.595,2016,"Chelonia mydas",111.32,2,27.93,38.71
"546",53.04,24.627,2016,"Chelonia mydas",111.32,2,27.91,38.67
"547",53.017,24.612,2016,"Chelonia mydas",111.32,2,27.91,38.67
"548",53.01,24.627,2016,"Chelonia mydas",111.32,6,27.91,38.67
"549",53.038,24.614,2016,"Chelonia mydas",111.32,2,27.91,38.67
"550",53.021,24.633,2016,"Chelonia mydas",111.32,5,27.91,38.67
"551",53.045,24.619,2016,"Chelonia mydas",111.32,2,27.91,38.67
"552",53.042,24.623,2016,"Chelonia mydas",111.32,2,27.91,38.67
"553",53.01,24.652,2016,"Chelonia mydas",111.32,10,27.91,38.67
"554",56.271,26.267,2017,"Chelonia mydas",111.32,40,27.87,37.04
"555",53.013,24.635,2016,"Chelonia mydas",111.32,8,27.91,38.67
"556",53.051,24.62,2016,"Chelonia mydas",111.32,2,27.91,38.67
"557",53.043,24.618,2016,"Chelonia mydas",111.32,2,27.91,38.67
"558",53.061,24.645,2016,"Chelonia mydas",111.32,2,27.91,38.67
"559",56.363,26.255,2017,"Chelonia mydas",111.32,-6,NA,NA
"560",53.044,24.625,2016,"Chelonia mydas",111.32,2,27.91,38.67
"561",53.022,24.635,2016,"Chelonia mydas",111.32,6,27.91,38.67
"562",53.024,24.609,2016,"Chelonia mydas",111.32,2,27.91,38.67
"563",53.039,24.631,2016,"Chelonia mydas",111.32,2,27.91,38.67
"564",53.019,24.611,2016,"Chelonia mydas",111.32,2,27.91,38.67
"565",52.939,24.618,2016,"Chelonia mydas",111.32,11,27.89,38.66
"566",52.977,24.574,2016,"Chelonia mydas",111.32,7,27.89,38.64
"567",52.968,24.587,2016,"Chelonia mydas",111.32,8,27.89,38.66
"568",53.051,24.6,2016,"Chelonia mydas",111.32,2,27.91,38.67
"569",53.02,24.637,2016,"Chelonia mydas",111.32,6,27.91,38.67
"570",53.044,24.626,2016,"Chelonia mydas",111.32,2,27.91,38.67
"571",53.045,24.623,2016,"Chelonia mydas",111.32,2,27.91,38.67
"572",53.039,24.625,2016,"Chelonia mydas",111.32,2,27.91,38.67
"573",53.043,24.626,2016,"Chelonia mydas",111.32,2,27.91,38.67
"574",53.034,24.656,2016,"Chelonia mydas",111.32,6,27.91,38.67
"575",53.042,24.612,2016,"Chelonia mydas",111.32,2,27.91,38.67
"576",53.016,24.61,2016,"Chelonia mydas",111.32,5,27.91,38.67
"577",56.395,26.28,2017,"Chelonia mydas",111.32,-94,NA,NA
"578",53.012,24.627,2016,"Chelonia mydas",111.32,6,27.91,38.67
"579",53.008,24.608,2016,"Chelonia mydas",111.32,5,27.91,38.67
"580",52.997,24.632,2016,"Chelonia mydas",111.32,8,27.89,38.66
"581",53.041,24.612,2016,"Chelonia mydas",111.32,2,27.91,38.67
"582",52.957,24.659,2016,"Chelonia mydas",111.32,12,27.89,38.66
"583",53.146,24.597,2016,"Chelonia mydas",111.32,2,27.93,38.71
"584",53.104,24.611,2016,"Chelonia mydas",111.32,2,27.93,38.71
"585",53.096,24.619,2016,"Chelonia mydas",111.32,2,27.93,38.71
"586",56.382,26.235,2017,"Chelonia mydas",111.32,-25,27.99,36.96
"587",53.04,24.637,2016,"Chelonia mydas",111.32,2,27.91,38.67
"588",53.009,24.601,2016,"Chelonia mydas",111.32,3,27.91,38.67
"589",53.032,24.593,2016,"Chelonia mydas",111.32,2,27.91,38.67
"590",53.003,24.652,2016,"Chelonia mydas",111.32,10,27.91,38.67
"591",53.041,24.626,2016,"Chelonia mydas",111.32,2,27.91,38.67
"592",53.042,24.63,2016,"Chelonia mydas",111.32,2,27.91,38.67
"593",53.053,24.654,2016,"Chelonia mydas",111.32,2,27.91,38.67
"594",53.106,24.645,2016,"Chelonia mydas",111.32,3,27.93,38.71
"595",53.137,24.655,2016,"Chelonia mydas",111.32,8,27.93,38.71
"596",53.233,24.59,2016,"Chelonia mydas",111.32,8,27.96,38.73
"597",53.273,24.6,2016,"Chelonia mydas",111.32,8,27.98,38.74
"598",56.152,26.189,2017,"Chelonia mydas",111.32,36,27.91,37.52
"599",53.301,24.615,2016,"Chelonia mydas",111.32,2,27.98,38.74
"600",56.074,26.182,2017,"Chelonia mydas",111.32,63,27.92,37.72
"601",56.143,26.216,2017,"Chelonia mydas",111.32,53,27.91,37.52
"602",53.34,24.623,2016,"Chelonia mydas",111.32,4,28.01,38.76
"603",53.344,24.606,2016,"Chelonia mydas",111.32,2,28.01,38.76
"604",53.358,24.619,2016,"Chelonia mydas",111.32,6,28.01,38.76
"605",53.327,24.611,2016,"Chelonia mydas",111.32,2,27.98,38.74
"606",53.381,24.598,2016,"Chelonia mydas",111.32,9,28.01,38.76
"607",53.381,24.6,2016,"Chelonia mydas",111.32,9,28.01,38.76
"608",53.348,24.586,2016,"Chelonia mydas",111.32,2,28.01,38.76
"609",53.345,24.608,2016,"Chelonia mydas",111.32,2,28.01,38.76
"610",53.334,24.617,2016,"Chelonia mydas",111.32,4,28.01,38.76
"611",53.327,24.608,2016,"Chelonia mydas",111.32,2,27.98,38.74
"612",53.38,24.459,2016,"Chelonia mydas",111.32,11,28.02,38.74
"613",53.534,24.123,2016,"Chelonia mydas",111.32,5,27.99,38.75
"614",53.472,24.323,2016,"Chelonia mydas",111.32,2,28.02,38.73
"615",53.551,24.222,2016,"Chelonia mydas",111.32,3,28,38.73
"616",53.577,24.235,2016,"Chelonia mydas",111.32,4,28,38.73
"617",53.631,24.198,2016,"Chelonia mydas",111.32,6,28,38.76
"618",53.581,24.153,2016,"Chelonia mydas",111.32,2,27.99,38.75
"619",53.631,24.072,2016,"Chelonia mydas",111.32,23,27.98,38.76
"620",53.641,24.095,2016,"Chelonia mydas",111.32,15,27.97,38.76
"621",53.647,24.089,2016,"Chelonia mydas",111.32,21,27.97,38.76
"622",53.635,24.1,2016,"Chelonia mydas",111.32,15,27.97,38.76
"623",53.672,24.079,2016,"Chelonia mydas",111.32,32,27.97,38.76
"624",53.671,24.104,2016,"Chelonia mydas",111.32,25,27.98,38.77
"625",53.663,24.15,2016,"Chelonia mydas",111.32,13,27.97,38.76
"626",53.664,24.111,2016,"Chelonia mydas",111.32,23,27.97,38.76
"627",53.659,24.12,2016,"Chelonia mydas",111.32,23,27.97,38.76
"628",53.583,24.127,2016,"Chelonia mydas",111.32,5,27.99,38.75
"629",53.601,24.129,2016,"Chelonia mydas",111.32,5,27.97,38.76
"630",53.64,24.138,2016,"Chelonia mydas",111.32,17,27.97,38.76
"631",53.635,24.144,2016,"Chelonia mydas",111.32,7,27.97,38.76
"632",53.676,24.112,2016,"Chelonia mydas",111.32,27,27.98,38.77
"633",53.678,24.106,2016,"Chelonia mydas",111.32,28,27.98,38.77
"634",53.696,24.08,2016,"Chelonia mydas",111.32,34,27.97,38.76
"635",53.703,24.079,2016,"Chelonia mydas",111.32,36,27.97,38.76
"636",53.68,24.097,2016,"Chelonia mydas",111.32,29,27.98,38.77
"637",53.663,24.087,2016,"Chelonia mydas",111.32,27,27.97,38.76
"638",53.676,24.086,2016,"Chelonia mydas",111.32,31,27.98,38.77
"639",53.675,24.086,2016,"Chelonia mydas",111.32,31,27.98,38.77
"640",53.684,24.081,2016,"Chelonia mydas",111.32,34,27.97,38.76
"641",53.689,24.103,2016,"Chelonia mydas",111.32,30,27.98,38.77
"642",53.684,24.103,2016,"Chelonia mydas",111.32,30,27.98,38.77
"643",53.679,24.097,2016,"Chelonia mydas",111.32,29,27.98,38.77
"644",53.7,24.086,2016,"Chelonia mydas",111.32,35,27.98,38.77
"645",53.7,24.078,2016,"Chelonia mydas",111.32,36,27.97,38.76
"646",53.7,24.122,2016,"Chelonia mydas",111.32,29,27.98,38.77
"647",53.699,24.106,2016,"Chelonia mydas",111.32,31,27.98,38.77
"648",53.704,24.083,2016,"Chelonia mydas",111.32,36,27.97,38.76
"649",53.692,24.104,2016,"Chelonia mydas",111.32,31,27.98,38.77
"650",53.7,24.095,2016,"Chelonia mydas",111.32,33,27.98,38.77
"651",53.69,24.083,2016,"Chelonia mydas",111.32,34,27.97,38.76
"652",53.684,24.093,2016,"Chelonia mydas",111.32,31,27.98,38.77
"653",53.645,24.127,2016,"Chelonia mydas",111.32,19,27.97,38.76
"654",53.676,24.091,2016,"Chelonia mydas",111.32,31,27.98,38.77
"655",53.72,24.081,2016,"Chelonia mydas",111.32,37,27.97,38.76
"656",53.716,24.087,2016,"Chelonia mydas",111.32,35,27.98,38.77
"657",53.7,24.103,2016,"Chelonia mydas",111.32,32,27.98,38.77
"658",53.636,24.076,2016,"Chelonia mydas",111.32,21,27.98,38.76
"659",53.66,24.068,2016,"Chelonia mydas",111.32,30,27.98,38.76
"660",53.698,24.087,2016,"Chelonia mydas",111.32,34,27.98,38.77
"661",53.69,24.092,2016,"Chelonia mydas",111.32,31,27.98,38.77
"662",53.721,24.084,2016,"Chelonia mydas",111.32,36,27.98,38.77
"663",53.69,24.097,2016,"Chelonia mydas",111.32,31,27.98,38.77
"664",53.681,24.077,2016,"Chelonia mydas",111.32,32,27.97,38.76
"665",53.69,24.083,2016,"Chelonia mydas",111.32,34,27.97,38.76
"666",53.648,24.123,2016,"Chelonia mydas",111.32,18,27.97,38.76
"667",53.724,24.129,2016,"Chelonia mydas",111.32,24,27.98,38.77
"668",53.715,24.089,2016,"Chelonia mydas",111.32,35,27.98,38.77
"669",53.7,24.087,2016,"Chelonia mydas",111.32,35,27.98,38.77
"670",53.67,24.108,2016,"Chelonia mydas",111.32,25,27.98,38.77
"671",53.673,24.087,2016,"Chelonia mydas",111.32,29,27.98,38.77
"672",53.695,24.094,2016,"Chelonia mydas",111.32,32,27.98,38.77
"673",53.695,24.087,2016,"Chelonia mydas",111.32,34,27.98,38.77
"674",53.69,24.083,2016,"Chelonia mydas",111.32,34,27.97,38.76
"675",53.684,24.08,2016,"Chelonia mydas",111.32,34,27.97,38.76
"676",53.686,24.075,2016,"Chelonia mydas",111.32,31,27.97,38.76
"677",53.691,24.094,2016,"Chelonia mydas",111.32,31,27.98,38.77
"678",53.678,24.083,2016,"Chelonia mydas",111.32,32,27.97,38.76
"679",53.689,24.082,2016,"Chelonia mydas",111.32,34,27.97,38.76
"680",53.691,24.086,2016,"Chelonia mydas",111.32,33,27.98,38.77
"681",53.697,24.082,2016,"Chelonia mydas",111.32,34,27.97,38.76
"682",53.678,24.089,2016,"Chelonia mydas",111.32,31,27.98,38.77
"683",53.663,24.099,2016,"Chelonia mydas",111.32,25,27.97,38.76
"684",53.671,24.074,2016,"Chelonia mydas",111.32,31,27.97,38.76
"685",53.667,24.089,2016,"Chelonia mydas",111.32,29,27.98,38.77
"686",53.683,24.062,2016,"Chelonia mydas",111.32,25,27.97,38.76
"687",53.705,24.081,2016,"Chelonia mydas",111.32,36,27.97,38.76
"688",53.745,24.105,2016,"Chelonia mydas",111.32,33,27.98,38.77
"689",53.733,24.108,2016,"Chelonia mydas",111.32,33,27.98,38.77
"690",53.048,24.632,2017,"Chelonia mydas",111.32,2,27.91,38.67
"691",53.054,24.642,2017,"Chelonia mydas",111.32,2,27.91,38.67
"692",53.044,24.649,2017,"Chelonia mydas",111.32,2,27.91,38.67
"693",53.044,24.643,2017,"Chelonia mydas",111.32,2,27.91,38.67
"694",53.053,24.638,2017,"Chelonia mydas",111.32,2,27.91,38.67
"695",53.055,24.655,2017,"Chelonia mydas",111.32,2,27.91,38.67
"696",53.072,24.646,2017,"Chelonia mydas",111.32,2,27.91,38.67
"697",53.067,24.66,2017,"Chelonia mydas",111.32,4,27.91,38.67
"698",53.057,24.649,2017,"Chelonia mydas",111.32,2,27.91,38.67
"699",53.06,24.645,2017,"Chelonia mydas",111.32,2,27.91,38.67
"700",53.052,24.639,2017,"Chelonia mydas",111.32,2,27.91,38.67
"701",53.055,24.626,2017,"Chelonia mydas",111.32,2,27.91,38.67
"702",53.06,24.633,2017,"Chelonia mydas",111.32,2,27.91,38.67
"703",53.083,24.611,2017,"Chelonia mydas",111.32,2,27.91,38.67
"704",53.031,24.635,2017,"Chelonia mydas",111.32,3,27.91,38.67
"705",53.039,24.642,2017,"Chelonia mydas",111.32,2,27.91,38.67
"706",53.058,24.654,2017,"Chelonia mydas",111.32,2,27.91,38.67
"707",53.065,24.677,2017,"Chelonia mydas",111.32,8,27.91,38.69
"708",53.04,24.648,2017,"Chelonia mydas",111.32,2,27.91,38.67
"709",53.023,24.621,2017,"Chelonia mydas",111.32,2,27.91,38.67
"710",56.028,26.24,2017,"Chelonia mydas",111.32,89,27.92,37.72
"711",52.993,24.581,2017,"Chelonia mydas",111.32,5,27.89,38.64
"712",53.003,24.613,2017,"Chelonia mydas",111.32,6,27.91,38.67
"713",53.044,24.633,2017,"Chelonia mydas",111.32,2,27.91,38.67
"714",53.047,24.633,2017,"Chelonia mydas",111.32,2,27.91,38.67
"715",53.058,24.631,2017,"Chelonia mydas",111.32,2,27.91,38.67
"716",53.061,24.633,2017,"Chelonia mydas",111.32,2,27.91,38.67
"717",53.051,24.618,2017,"Chelonia mydas",111.32,2,27.91,38.67
"718",55.854,25.749,2017,"Chelonia mydas",111.32,3,NA,NA
"719",55.881,25.765,2017,"Chelonia mydas",111.32,2,28.13,38.64
"720",55.861,25.752,2017,"Chelonia mydas",111.32,3,28.13,38.64
"721",55.861,25.78,2017,"Chelonia mydas",111.32,6,28.13,38.64
"722",55.885,25.758,2017,"Chelonia mydas",111.32,3,28.13,38.64
"723",55.883,25.752,2017,"Chelonia mydas",111.32,2,28.13,38.64
"724",55.885,25.755,2017,"Chelonia mydas",111.32,3,28.13,38.64
"725",55.807,25.722,2017,"Chelonia mydas",111.32,2,28.19,38.72
"726",55.645,25.668,2017,"Chelonia mydas",111.32,8,28.2,38.73
"727",55.642,25.664,2017,"Chelonia mydas",111.32,7,28.23,38.81
"728",59.859,22.222,2016,"Chelonia mydas",111.32,169,26.32,36.49
"729",59.614,21.9,2016,"Chelonia mydas",111.32,15,25.92,36.36
"730",59.546,21.671,2016,"Chelonia mydas",111.32,89,25.93,36.3
"731",59.278,21.348,2016,"Chelonia mydas",111.32,28,25.77,36.14
"732",59.239,21.285,2016,"Chelonia mydas",111.32,38,25.71,36.07
"733",58.999,21.084,2016,"Chelonia mydas",111.32,24,25.72,35.95
"734",58.787,20.872,2016,"Chelonia mydas",111.32,65,25.93,35.87
"735",58.952,20.612,2016,"Chelonia mydas",111.32,26,25.98,36.04
"736",58.944,20.482,2016,"Chelonia mydas",111.32,21,26,36.16
"737",58.91,20.59,2016,"Chelonia mydas",111.32,-8,26.03,36
"738",58.876,20.596,2016,"Chelonia mydas",111.32,-27,26.03,36
"739",58.936,20.562,2016,"Chelonia mydas",111.32,-1,25.98,36.1
"740",58.908,20.588,2016,"Chelonia mydas",111.32,-31,26.03,36
"741",58.921,20.604,2016,"Chelonia mydas",111.32,5,25.98,36.04
"742",58.921,20.596,2016,"Chelonia mydas",111.32,3,25.98,36.04
"743",58.912,20.584,2016,"Chelonia mydas",111.32,-8,26.03,36
"744",58.904,20.598,2016,"Chelonia mydas",111.32,-6,26.03,36
"745",58.909,20.58,2016,"Chelonia mydas",111.32,-39,NA,NA
"746",58.917,20.588,2016,"Chelonia mydas",111.32,2,25.98,36.04
"747",58.943,20.587,2016,"Chelonia mydas",111.32,12,25.98,36.04
"748",58.914,20.583,2016,"Chelonia mydas",111.32,-39,NA,NA
"749",58.906,20.588,2016,"Chelonia mydas",111.32,-31,26.03,36
"750",58.917,20.593,2016,"Chelonia mydas",111.32,3,25.98,36.04
"751",58.919,20.581,2016,"Chelonia mydas",111.32,-12,25.98,36.1
"752",58.909,20.59,2016,"Chelonia mydas",111.32,-8,26.03,36
"753",58.899,20.595,2016,"Chelonia mydas",111.32,-16,26.03,36
"754",58.908,20.593,2016,"Chelonia mydas",111.32,-6,26.03,36
"755",58.906,20.596,2016,"Chelonia mydas",111.32,-6,26.03,36
"756",58.91,20.591,2016,"Chelonia mydas",111.32,-8,26.03,36
"757",58.914,20.591,2016,"Chelonia mydas",111.32,-8,26.03,36
"758",58.928,20.58,2016,"Chelonia mydas",111.32,-1,25.98,36.1
"759",58.953,20.571,2016,"Chelonia mydas",111.32,14,25.98,36.1
"760",58.947,20.573,2016,"Chelonia mydas",111.32,9,25.98,36.1
"761",58.949,20.584,2016,"Chelonia mydas",111.32,12,25.98,36.04
"762",58.938,20.591,2016,"Chelonia mydas",111.32,7,25.98,36.04
"763",58.95,20.586,2016,"Chelonia mydas",111.32,17,25.98,36.04
"764",58.996,20.531,2016,"Chelonia mydas",111.32,43,25.98,36.1
"765",58.873,20.576,2016,"Chelonia mydas",111.32,-29,NA,NA
"766",58.912,20.582,2016,"Chelonia mydas",111.32,-39,NA,NA
"767",58.905,20.58,2016,"Chelonia mydas",111.32,-54,NA,NA
"768",58.95,20.581,2016,"Chelonia mydas",111.32,15,25.98,36.1
"769",58.941,20.615,2016,"Chelonia mydas",111.32,15,25.98,36.04
"770",58.937,20.627,2016,"Chelonia mydas",111.32,14,25.98,36.04
"771",58.927,20.57,2016,"Chelonia mydas",111.32,-8,25.98,36.1
"772",58.892,20.591,2016,"Chelonia mydas",111.32,-21,26.03,36
"773",58.918,20.595,2016,"Chelonia mydas",111.32,3,25.98,36.04
"774",58.919,20.585,2016,"Chelonia mydas",111.32,2,25.98,36.04
"775",58.91,20.588,2017,"Chelonia mydas",111.32,-8,26.03,36
"776",58.899,20.598,2017,"Chelonia mydas",111.32,-16,26.03,36
"777",58.916,20.592,2017,"Chelonia mydas",111.32,2,26.03,36
"778",58.929,20.596,2017,"Chelonia mydas",111.32,7,25.98,36.04
"779",58.915,20.586,2017,"Chelonia mydas",111.32,-8,26.03,36
"780",58.901,20.58,2017,"Chelonia mydas",111.32,-54,NA,NA
"781",58.92,20.586,2017,"Chelonia mydas",111.32,2,25.98,36.04
"782",58.9,20.597,2017,"Chelonia mydas",111.32,-6,26.03,36
"783",58.919,20.591,2017,"Chelonia mydas",111.32,2,25.98,36.04
"784",58.924,20.584,2017,"Chelonia mydas",111.32,2,25.98,36.04
"785",58.929,20.585,2017,"Chelonia mydas",111.32,5,25.98,36.04
"786",58.935,20.597,2017,"Chelonia mydas",111.32,10,25.98,36.04
"787",58.924,20.613,2017,"Chelonia mydas",111.32,6,25.98,36.04
"788",58.915,20.597,2017,"Chelonia mydas",111.32,2,26.03,36
"789",58.918,20.592,2017,"Chelonia mydas",111.32,3,25.98,36.04
"790",58.926,20.585,2017,"Chelonia mydas",111.32,5,25.98,36.04
"791",58.912,20.587,2017,"Chelonia mydas",111.32,-8,26.03,36
"792",58.909,20.614,2017,"Chelonia mydas",111.32,5,26.03,36
"793",58.912,20.605,2017,"Chelonia mydas",111.32,4,26.03,36
"794",58.917,20.611,2017,"Chelonia mydas",111.32,6,25.98,36.04
"795",58.889,20.593,2017,"Chelonia mydas",111.32,-25,26.03,36
"796",58.859,20.61,2017,"Chelonia mydas",111.32,-1,26.03,36
"797",58.859,20.608,2017,"Chelonia mydas",111.32,-9,26.03,36
"798",58.911,20.586,2017,"Chelonia mydas",111.32,-8,26.03,36
"799",58.891,20.579,2017,"Chelonia mydas",111.32,-31,NA,NA
"800",58.883,20.594,2017,"Chelonia mydas",111.32,-27,26.03,36
"801",58.883,20.581,2017,"Chelonia mydas",111.32,-36,NA,NA
