"oid","longitude","latitude","providers","species","datasets","date_min","date_max","num_records","num_animals","num_species","y1_value","y2_value","y3_value","csquare","geom_wkt"
45785299,-61.2,16.7,"ONCFS & Kap'Natirel","Chelonia mydas","1022","2014-10-27","2014-10-27",2,1,1,,,,"7106:361:361","POLYGON((-61.1 16.6,-61.2 16.6,-61.2 16.7,-61.1 16.7,-61.1 16.6))"
45785300,-61.2,16.8,"ONCFS & Kap'Natirel","Chelonia mydas","1022","2014-10-27","2014-10-27",2,1,1,,,,"7106:361:371","POLYGON((-61.1 16.7,-61.2 16.7,-61.2 16.8,-61.1 16.8,-61.1 16.7))"
45785304,-61.2,16.9,"ONCFS & Kap'Natirel","Chelonia mydas","1022","2014-10-26","2014-10-27",5,1,1,,,,"7106:361:381","POLYGON((-61.1 16.8,-61.2 16.8,-61.2 16.9,-61.1 16.9,-61.1 16.8))"
45785307,-61.2,16.9,"ONCFS & Kap'Natirel","Chelonia mydas","1022","2014-10-26","2014-10-26",1,1,1,,,,"7106:361:391","POLYGON((-61.1 16.9,-61.2 16.9,-61.2 17,-61.1 17,-61.1 16.9))"
39751050,-61.1,39.9,"Guillermo Diaz, Federal Government of the United States of America; Department of Commerce; National Oceanic and Atmospheric Administration; National Marine Fisheries Service; Southeast Fisheries Science Center (SEFSC)","Chelonia mydas","103151496","1992-06-18","1992-06-18",1,,1,,,,"7306:391:381","POLYGON((-61.1 39.8,-61.2 39.8,-61.2 39.9,-61.1 39.9,-61.1 39.8))"
45499076,-61.2,36.4,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-30","2012-05-30",1,1,1,,,,"7306:361:131","POLYGON((-61.0999985 36.2999992,-61.1999969 36.2999992,-61.1999969 36.3999977,-61.0999985 36.3999977,-61.0999985 36.2999992))"
45499080,-61.1,36.5,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-28","2012-05-28",1,1,1,,,,"7306:361:351","POLYGON((-61.0999985 36.5,-61.1999969 36.5,-61.1999969 36.5999985,-61.0999985 36.5999985,-61.0999985 36.5))"
49450356,-61.0,10.5,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2005-01-01","2005-01-01",1,3,1,,,,"7106:101:350","POLYGON((-61 10.5,-61.1 10.5,-61.1 10.6,-61 10.6,-61 10.5))"
49450360,-61.0,10.6,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2006-01-01","2006-01-01",1,3,1,,,,"7106:101:360","POLYGON((-61 10.6,-61.1 10.6,-61.1 10.7,-61 10.7,-61 10.6))"
49450373,-61.0,10.8,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2006-01-01","2006-01-01",2,3,1,,,,"7106:101:380","POLYGON((-61 10.8,-61.1 10.8,-61.1 10.9,-61 10.9,-61 10.8))"
45783909,-61.1,16.0,"ONCFS & Kap'Natirel","Chelonia mydas","1022","2014-02-07","2014-02-07",1,1,1,,,,"7106:351:390","POLYGON((-61 15.9,-61.1 15.9,-61.1 16,-61 16,-61 15.9))"
45784124,-61.0,16.2,"ONCFS & Kap'Natirel","Chelonia mydas","1022","2013-11-23","2014-10-19",625,4,1,,,,"7106:361:110","POLYGON((-61 16.1,-61.1 16.1,-61.1 16.2,-61 16.2,-61 16.1))"
45784618,-61.0,16.3,"ONCFS & Kap'Natirel","Chelonia mydas","1022","2013-12-11","2014-10-19",48,4,1,,,,"7106:361:120","POLYGON((-61 16.2,-61.1 16.2,-61.1 16.3,-61 16.3,-61 16.2))"
45785306,-61.1,17.0,"ONCFS & Kap'Natirel","Chelonia mydas","1022","2014-10-26","2014-10-26",9,1,1,,,,"7106:361:390","POLYGON((-61 16.9,-61.1 16.9,-61.1 17,-61 17,-61 16.9))"
45499078,-61.0,36.5,"Fundacion Oceanografic","Chelonia mydas","2133","2012-06-02","2012-06-02",1,1,1,,,,"7306:361:350","POLYGON((-61 36.5,-61.0999985 36.5,-61.0999985 36.5999985,-61 36.5999985,-61 36.5))"
45499081,-61.0,36.7,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-24","2012-05-24",1,1,1,,,,"7306:361:360","POLYGON((-61 36.5999985,-61.0999985 36.5999985,-61.0999985 36.6999969,-61 36.6999969,-61 36.5999985))"
45499082,-61.1,36.9,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-23","2012-05-23",1,1,1,,,,"7306:361:390","POLYGON((-61 36.9000015,-61.0999985 36.9000015,-61.0999985 37,-61 37,-61 36.9000015))"
49450345,-61.0,10.2,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1998-01-01","1998-01-01",1,,1,,,,"7106:100:219","POLYGON((-60.9 10.1,-61 10.1,-61 10.2,-60.9 10.2,-60.9 10.1))"
49450351,-61.0,10.8,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2006-01-01","2006-01-01",1,,1,,,,"7106:100:489","POLYGON((-60.9 10.8,-61 10.8,-61 10.9,-60.9 10.9,-60.9 10.8))"
45783947,-61.0,16.1,"ONCFS & Kap'Natirel","Chelonia mydas","1022","2014-09-28","2014-09-28",1,1,1,,,,"7106:360:209","POLYGON((-60.9 16,-61 16,-61 16.1,-60.9 16.1,-60.9 16))"
45783950,-61.0,16.2,"ONCFS & Kap'Natirel","Chelonia mydas","1022","2013-11-30","2014-10-08",5,2,1,,,,"7106:360:219","POLYGON((-60.9 16.1,-61 16.1,-61 16.2,-60.9 16.2,-60.9 16.1))"
45499056,-60.9,36.3,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-31","2012-05-31",1,1,1,,,,"7306:360:239","POLYGON((-60.9000015 36.2999992,-61 36.2999992,-61 36.3999977,-60.9000015 36.3999977,-60.9000015 36.2999992))"
45499059,-60.9,36.4,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-25","2012-05-25",1,1,1,,,,"7306:360:249","POLYGON((-60.9000015 36.4000015,-61 36.4000015,-61 36.5,-60.9000015 36.5,-60.9000015 36.4000015))"
12023794,-61.0,37.8,"Connie Merigo","Chelonia mydas","421","2008-02-12","2008-02-12",1,1,1,,,,"7306:370:479","POLYGON((-60.9 37.7,-61 37.7,-61 37.8,-60.9 37.8,-60.9 37.7))"
12023795,-60.9,37.8,"Connie Merigo","Chelonia mydas","421","2008-02-12","2008-02-12",2,1,1,,,,"7306:370:489","POLYGON((-60.9 37.8,-61 37.8,-61 37.9,-60.9 37.9,-60.9 37.8))"
12023806,-61.0,38.5,"Connie Merigo","Chelonia mydas","421","2008-01-29","2008-01-29",1,1,1,,,,"7306:380:249","POLYGON((-60.9 38.4,-61 38.4,-61 38.5,-60.9 38.5,-60.9 38.4))"
12037781,-60.8,-35.9,"Diego Albareda-PRICTMA","Chelonia mydas","441","2009-01-15","2009-01-15",1,1,1,,,,"5306:350:498","POLYGON((-60.8 -35.9,-60.8 -36,-60.9 -36,-60.9 -35.9,-60.8 -35.9))"
49450437,-60.8,11.2,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2006-01-01","2006-01-01",2,,1,,,,"7106:110:218","POLYGON((-60.8 11.1,-60.9 11.1,-60.9 11.2,-60.8 11.2,-60.8 11.1))"
49450538,-60.9,14.0,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2006-01-01","2006-01-01",1,,1,,,,"7106:140:208","POLYGON((-60.8 14,-60.9 14,-60.9 14.1,-60.8 14.1,-60.8 14))"
49450560,-60.8,14.5,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2006-01-01","2013-01-01",2,5,1,,,,"7106:140:248","POLYGON((-60.8 14.4,-60.9 14.4,-60.9 14.5,-60.8 14.5,-60.8 14.4))"
45499058,-60.8,36.4,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-26","2012-06-01",2,1,1,,,,"7306:360:248","POLYGON((-60.7999992 36.4000015,-60.8999977 36.4000015,-60.8999977 36.5,-60.7999992 36.5,-60.7999992 36.4000015))"
45499065,-60.8,36.5,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-27","2012-05-27",1,1,1,,,,"7306:360:458","POLYGON((-60.7999992 36.5,-60.8999977 36.5,-60.8999977 36.5999985,-60.7999992 36.5999985,-60.7999992 36.5))"
45499074,-60.9,36.9,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-22","2012-05-22",1,1,1,,,,"7306:360:498","POLYGON((-60.7999992 36.9000015,-60.8999977 36.9000015,-60.8999977 37,-60.7999992 37,-60.7999992 36.9000015))"
12037784,-60.7,-39.0,"Diego Albareda-PRICTMA","Chelonia mydas","441","2008-04-17","2008-04-17",1,1,1,,,,"5306:380:497","POLYGON((-60.7 -38.9,-60.7 -39,-60.8 -39,-60.8 -38.9,-60.7 -38.9))"
49450432,-60.8,11.2,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2006-01-01","2006-01-01",1,3,1,,,,"7106:110:217","POLYGON((-60.7 11.1,-60.8 11.1,-60.8 11.2,-60.7 11.2,-60.7 11.1))"
49450445,-60.7,11.3,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2006-01-01","2006-01-01",3,6,1,,,,"7106:110:227","POLYGON((-60.7 11.2,-60.8 11.2,-60.8 11.3,-60.7 11.3,-60.7 11.2))"
45499067,-60.7,36.7,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-18","2012-05-18",1,1,1,,,,"7306:360:467","POLYGON((-60.7000008 36.5999985,-60.7999992 36.5999985,-60.7999992 36.6999969,-60.7000008 36.6999969,-60.7000008 36.5999985))"
45499069,-60.7,36.7,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-17","2012-05-17",1,1,1,,,,"7306:360:477","POLYGON((-60.7000008 36.7000008,-60.7999992 36.7000008,-60.7999992 36.7999992,-60.7000008 36.7999992,-60.7000008 36.7000008))"
45501064,-60.7,40.7,"Fundacion Oceanografic","Chelonia mydas","2133","2008-01-16","2008-01-16",1,1,1,,,,"7406:100:477","POLYGON((-60.7000008 40.7000008,-60.7999992 40.7000008,-60.7999992 40.7999992,-60.7000008 40.7999992,-60.7000008 40.7000008))"
45501072,-60.7,41.1,"Fundacion Oceanografic","Chelonia mydas","2133","2008-01-12","2008-01-12",1,1,1,,,,"7406:110:217","POLYGON((-60.7000008 41.0999985,-60.7999992 41.0999985,-60.7999992 41.1999969,-60.7000008 41.1999969,-60.7000008 41.0999985))"
49450442,-60.7,11.3,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2006-01-01","2006-01-01",1,,1,,,,"7106:110:226","POLYGON((-60.6 11.2,-60.7 11.2,-60.7 11.3,-60.6 11.3,-60.6 11.2))"
49450455,-60.6,11.3,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2006-01-01","2007-01-01",2,3,1,,,,"7106:110:236","POLYGON((-60.6 11.3,-60.7 11.3,-60.7 11.4,-60.6 11.4,-60.6 11.3))"
12024177,-60.6,20.5,"Marine Turtle Program Coordinator/St. Eustatius National Parks Foundation","Chelonia mydas","444","2007-10-30","2007-10-30",1,1,1,,,,"7206:100:456","POLYGON((-60.6 20.5,-60.7 20.5,-60.7 20.6,-60.6 20.6,-60.6 20.5))"
45499064,-60.6,36.5,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-11","2012-05-11",1,1,1,,,,"7306:360:456","POLYGON((-60.5999985 36.5,-60.6999969 36.5,-60.6999969 36.5999985,-60.5999985 36.5999985,-60.5999985 36.5))"
45499066,-60.6,36.6,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-19","2012-05-19",1,1,1,,,,"7306:360:466","POLYGON((-60.5999985 36.5999985,-60.6999969 36.5999985,-60.6999969 36.6999969,-60.5999985 36.6999969,-60.5999985 36.5999985))"
45499068,-60.6,36.7,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-20","2012-05-20",1,1,1,,,,"7306:360:476","POLYGON((-60.5999985 36.7000008,-60.6999969 36.7000008,-60.6999969 36.7999992,-60.5999985 36.7999992,-60.5999985 36.7000008))"
45499073,-60.6,36.9,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-10","2012-05-21",3,1,1,,,,"7306:360:486","POLYGON((-60.5999985 36.7999992,-60.6999969 36.7999992,-60.6999969 36.8999977,-60.5999985 36.8999977,-60.5999985 36.7999992))"
45501065,-60.7,40.8,"Fundacion Oceanografic","Chelonia mydas","2133","2008-01-15","2008-01-15",1,1,1,,,,"7406:100:486","POLYGON((-60.5999985 40.7999992,-60.6999969 40.7999992,-60.6999969 40.8999977,-60.5999985 40.8999977,-60.5999985 40.7999992))"
45501066,-60.7,41.0,"Fundacion Oceanografic","Chelonia mydas","2133","2008-01-14","2008-01-14",1,1,1,,,,"7406:100:496","POLYGON((-60.5999985 40.9000015,-60.6999969 40.9000015,-60.6999969 41,-60.5999985 41,-60.5999985 40.9000015))"
45501071,-60.7,41.1,"Fundacion Oceanografic","Chelonia mydas","2133","2008-01-13","2008-01-13",1,1,1,,,,"7406:110:206","POLYGON((-60.5999985 41,-60.6999969 41,-60.6999969 41.0999985,-60.5999985 41.0999985,-60.5999985 41))"
49450449,-60.5,11.3,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2007-01-01","2012-01-01",4,7,1,,,,"7106:110:235","POLYGON((-60.5 11.3,-60.6 11.3,-60.6 11.4,-60.5 11.4,-60.5 11.3))"
44936272,-60.6,32.5,"Catherine McClellan, Duke University Marine Lab","Chelonia mydas","316","2004-04-18","2004-04-18",1,1,1,,,,"7306:120:455","POLYGON((-60.5 32.5,-60.5999985 32.5,-60.5999985 32.5999985,-60.5 32.5999985,-60.5 32.5))"
45499070,-60.6,36.9,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-15","2012-05-15",1,1,1,,,,"7306:360:485","POLYGON((-60.5 36.7999992,-60.5999985 36.7999992,-60.5999985 36.8999977,-60.5 36.8999977,-60.5 36.7999992))"
45499087,-60.6,37.2,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-09","2012-05-09",1,1,1,,,,"7306:370:225","POLYGON((-60.5 37.2000008,-60.5999985 37.2000008,-60.5999985 37.2999992,-60.5 37.2999992,-60.5 37.2000008))"
44936860,-60.6,38.0,"Catherine McClellan, Duke University Marine Lab","Chelonia mydas","316","2004-01-21","2004-01-21",1,1,1,,,,"7306:380:205","POLYGON((-60.5 38,-60.5999985 38,-60.5999985 38.0999985,-60.5 38.0999985,-60.5 38))"
45499060,-60.4,36.6,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-12","2012-05-12",1,1,1,,,,"7306:360:364","POLYGON((-60.4000015 36.5999985,-60.5 36.5999985,-60.5 36.6999969,-60.4000015 36.6999969,-60.4000015 36.5999985))"
44936768,-60.4,37.9,"Catherine McClellan, Duke University Marine Lab","Chelonia mydas","316","2004-01-21","2004-01-21",1,1,1,,,,"7306:370:384","POLYGON((-60.4000015 37.7999992,-60.5 37.7999992,-60.5 37.8999977,-60.4000015 37.8999977,-60.4000015 37.7999992))"
12037783,-60.3,-38.9,"Diego Albareda-PRICTMA","Chelonia mydas","441","2008-12-31","2008-12-31",1,1,1,,,,"5306:380:383","POLYGON((-60.3 -38.8,-60.3 -38.9,-60.4 -38.9,-60.4 -38.8,-60.3 -38.8))"
12023804,-60.3,38.1,"Connie Merigo","Chelonia mydas","421","2008-02-05","2008-02-05",7,1,1,,,,"7306:380:103","POLYGON((-60.3 38,-60.4 38,-60.4 38.1,-60.3 38.1,-60.3 38))"
12023805,-60.3,38.2,"Connie Merigo","Chelonia mydas","421","2008-02-05","2008-02-05",2,1,1,,,,"7306:380:113","POLYGON((-60.3 38.1,-60.4 38.1,-60.4 38.2,-60.3 38.2,-60.3 38.1))"
45499063,-60.4,36.9,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-14","2012-05-14",1,1,1,,,,"7306:360:383","POLYGON((-60.2999992 36.7999992,-60.3999977 36.7999992,-60.3999977 36.8999977,-60.2999992 36.8999977,-60.2999992 36.7999992))"
44936766,-60.3,37.8,"Catherine McClellan, Duke University Marine Lab","Chelonia mydas","316","2004-01-21","2004-01-21",1,1,1,,,,"7306:370:373","POLYGON((-60.2999992 37.7000008,-60.3999977 37.7000008,-60.3999977 37.7999992,-60.2999992 37.7999992,-60.2999992 37.7000008))"
45499062,-60.2,36.9,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-08","2012-05-13",2,1,1,,,,"7306:360:382","POLYGON((-60.2000008 36.7999992,-60.2999992 36.7999992,-60.2999992 36.8999977,-60.2000008 36.8999977,-60.2000008 36.7999992))"
44936765,-60.3,37.8,"Catherine McClellan, Duke University Marine Lab","Chelonia mydas","316","2004-01-21","2004-01-21",2,1,1,,,,"7306:370:372","POLYGON((-60.2000008 37.7000008,-60.2999992 37.7000008,-60.2999992 37.7999992,-60.2000008 37.7999992,-60.2000008 37.7000008))"
12037779,-59.9,-38.8,"Diego Albareda-PRICTMA","Chelonia mydas","441","2009-01-18","2009-01-21",2,1,1,,,,"5305:489:489","POLYGON((-59.9 -38.8,-59.9 -38.9,-60 -38.9,-60 -38.8,-59.9 -38.8))"
12037780,-59.9,-38.9,"Diego Albareda-PRICTMA","Chelonia mydas","441","2008-04-29","2008-04-29",1,1,1,,,,"5305:489:498","POLYGON((-59.8 -38.9,-59.8 -39,-59.9 -39,-59.9 -38.9,-59.8 -38.9))"
12037777,-59.8,-38.8,"Diego Albareda-PRICTMA","Chelonia mydas","441","2009-01-02","2009-01-30",23,1,1,,,,"5305:489:488","POLYGON((-59.8 -38.8,-59.8 -38.9,-59.9 -38.9,-59.9 -38.8,-59.8 -38.8))"
12037763,-59.7,-38.8,"Diego Albareda-PRICTMA","Chelonia mydas","441","2009-01-02","2009-01-31",26,1,1,,,,"5305:489:487","POLYGON((-59.7 -38.8,-59.7 -38.9,-59.8 -38.9,-59.8 -38.8,-59.7 -38.8))"
45499028,-59.8,36.6,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-07","2012-05-07",1,1,1,,,,"7305:469:467","POLYGON((-59.7000008 36.5999985,-59.7999992 36.5999985,-59.7999992 36.6999969,-59.7000008 36.6999969,-59.7000008 36.5999985))"
12037749,-59.6,-38.7,"Diego Albareda-PRICTMA","Chelonia mydas","441","2009-01-26","2009-01-26",1,1,1,,,,"5305:489:476","POLYGON((-59.6 -38.7,-59.6 -38.8,-59.7 -38.8,-59.7 -38.7,-59.6 -38.7))"
39990186,-59.6,13.1,"Dimitri Brosens, Datafable","Chelonia mydas","103152427","2012-12-28","2013-02-27",3,,1,,,,"7105:239:206","POLYGON((-59.6 13,-59.7 13,-59.7 13.1,-59.6 13.1,-59.6 13))"
11956231,-59.6,14.4,"Cayman Islands Department of Environment","Chelonia mydas","350","2004-09-12","2004-09-12",1,1,1,,,,"7105:249:235","POLYGON((-59.5 14.3,-59.6 14.3,-59.6 14.4,-59.5 14.4,-59.5 14.3))"
12037748,-59.5,-38.8,"Diego Albareda-PRICTMA","Chelonia mydas","441","2009-01-31","2009-01-31",1,1,1,,,,"5305:489:374","POLYGON((-59.4 -38.7,-59.4 -38.8,-59.5 -38.8,-59.5 -38.7,-59.4 -38.7))"
49450338,-59.5,13.1,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2005-01-01","2005-01-01",1,3,1,,,,"7105:239:104","POLYGON((-59.4 13,-59.5 13,-59.5 13.1,-59.4 13.1,-59.4 13))"
44935960,-59.3,37.7,"Catherine McClellan, Duke University Marine Lab","Chelonia mydas","316","2004-01-28","2004-01-28",1,1,1,,,,"7305:479:373","POLYGON((-59.2999992 37.7000008,-59.3999977 37.7000008,-59.3999977 37.7999992,-59.2999992 37.7999992,-59.2999992 37.7000008))"
49450137,-59.3,8.1,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2007-01-01","2007-01-01",1,208,1,,,,"7005:489:112","POLYGON((-59.2 8.1,-59.3 8.1,-59.3 8.2,-59.2 8.2,-59.2 8.1))"
45499027,-59.3,36.8,"Fundacion Oceanografic","Chelonia mydas","2133","2012-05-06","2012-05-06",1,1,1,,,,"7305:469:382","POLYGON((-59.2000008 36.7999992,-59.2999992 36.7999992,-59.2999992 36.8999977,-59.2000008 36.8999977,-59.2000008 36.7999992))"
12037747,-59.1,-38.7,"Diego Albareda-PRICTMA","Chelonia mydas","441","2008-05-01","2009-02-01",4,2,1,,,,"5305:489:371","POLYGON((-59.1 -38.7,-59.1 -38.8,-59.2 -38.8,-59.2 -38.7,-59.1 -38.7))"
12037745,-59.0,-38.6,"Diego Albareda-PRICTMA","Chelonia mydas","441","2008-04-28","2008-04-28",1,1,1,,,,"5305:489:350","POLYGON((-59 -38.5,-59 -38.6,-59.1 -38.6,-59.1 -38.5,-59 -38.5))"
44935961,-59.0,38.0,"Catherine McClellan, Duke University Marine Lab","Chelonia mydas","316","2004-01-22","2004-01-22",2,1,1,,,,"7305:479:390","POLYGON((-59 37.9000015,-59.0999985 37.9000015,-59.0999985 38,-59 38,-59 37.9000015))"
12037744,-58.9,-38.7,"Diego Albareda-PRICTMA","Chelonia mydas","441","2008-05-03","2008-05-03",1,1,1,,,,"5305:488:479","POLYGON((-58.9 -38.7,-58.9 -38.8,-59 -38.8,-59 -38.7,-58.9 -38.7))"
12037743,-58.9,-38.6,"Diego Albareda-PRICTMA","Chelonia mydas","441","2009-02-02","2009-02-03",4,1,1,,,,"5305:488:469","POLYGON((-58.9 -38.6,-58.9 -38.7,-59 -38.7,-59 -38.6,-58.9 -38.6))"
44936098,-58.9,38.0,"Catherine McClellan, Duke University Marine Lab","Chelonia mydas","316","2004-01-22","2004-01-22",2,1,1,,,,"7305:488:209","POLYGON((-58.9000015 38,-59 38,-59 38.0999985,-58.9000015 38.0999985,-58.9000015 38))"
12037741,-58.8,-38.6,"Diego Albareda-PRICTMA","Chelonia mydas","441","2008-05-03","2009-02-05",10,2,1,,,,"5305:488:468","POLYGON((-58.8 -38.6,-58.8 -38.7,-58.9 -38.7,-58.9 -38.6,-58.8 -38.6))"
44936099,-58.9,38.1,"Catherine McClellan, Duke University Marine Lab","Chelonia mydas","316","2004-01-22","2004-01-22",3,1,1,,,,"7305:488:218","POLYGON((-58.7999992 38.0999985,-58.8999977 38.0999985,-58.8999977 38.1999969,-58.7999992 38.1999969,-58.7999992 38.0999985))"
44936115,-58.7,38.9,"Catherine McClellan, Duke University Marine Lab","Chelonia mydas","316","2004-01-23","2004-01-23",1,1,1,,,,"7305:488:487","POLYGON((-58.7000008 38.7999992,-58.7999992 38.7999992,-58.7999992 38.8999977,-58.7000008 38.8999977,-58.7000008 38.7999992))"
44936116,-58.7,38.9,"Catherine McClellan, Duke University Marine Lab","Chelonia mydas","316","2004-01-23","2004-01-23",3,1,1,,,,"7305:488:497","POLYGON((-58.7000008 38.9000015,-58.7999992 38.9000015,-58.7999992 39,-58.7000008 39,-58.7000008 38.9000015))"
44936114,-58.7,38.9,"Catherine McClellan, Duke University Marine Lab","Chelonia mydas","316","2004-01-23","2004-01-23",1,1,1,,,,"7305:488:486","POLYGON((-58.5999985 38.7999992,-58.6999969 38.7999992,-58.6999969 38.8999977,-58.5999985 38.8999977,-58.5999985 38.7999992))"
39743717,-58.6,15.6,"Guillermo Diaz, Federal Government of the United States of America; Department of Commerce; National Oceanic and Atmospheric Administration; National Marine Fisheries Service; Southeast Fisheries Science Center (SEFSC)","Chelonia mydas","103151495","1995-02-05","1995-02-05",1,,1,,,,"7105:458:455","POLYGON((-58.5 15.5,-58.6 15.5,-58.6 15.6,-58.5 15.6,-58.5 15.5))"
12037737,-58.4,-38.5,"Diego Albareda-PRICTMA","Chelonia mydas","441","2009-02-06","2009-02-06",1,1,1,,,,"5305:488:354","POLYGON((-58.4 -38.5,-58.4 -38.6,-58.5 -38.6,-58.5 -38.5,-58.4 -38.5))"
12037736,-58.3,-38.5,"Diego Albareda-PRICTMA","Chelonia mydas","441","2008-05-07","2009-02-06",3,2,1,,,,"5305:488:353","POLYGON((-58.3 -38.5,-58.3 -38.6,-58.4 -38.6,-58.4 -38.5,-58.3 -38.5))"
45114089,-58.4,16.3,"Sea Turtle Conservation Bonaire","Chelonia mydas","879","2004-11-16","2004-11-16",1,1,1,,,,"7105:468:133","POLYGON((-58.2999992 16.2999992,-58.3999977 16.2999992,-58.3999977 16.3999996,-58.2999992 16.3999996,-58.2999992 16.2999992))"
12037734,-58.2,-38.4,"Diego Albareda-PRICTMA","Chelonia mydas","441","2008-04-28","2008-05-07",2,2,1,,,,"5305:488:141","POLYGON((-58.1 -38.4,-58.1 -38.5,-58.2 -38.5,-58.2 -38.4,-58.1 -38.4))"
12037731,-57.9,-38.3,"Diego Albareda-PRICTMA","Chelonia mydas","441","2009-02-07","2009-02-07",1,1,1,,,,"5305:487:239","POLYGON((-57.9 -38.3,-57.9 -38.4,-58 -38.4,-58 -38.3,-57.9 -38.3))"
12037732,-57.9,-38.4,"Diego Albareda-PRICTMA","Chelonia mydas","441","2008-05-08","2008-05-08",1,1,1,,,,"5305:487:248","POLYGON((-57.8 -38.4,-57.8 -38.5,-57.9 -38.5,-57.9 -38.4,-57.8 -38.4))"
12037730,-57.9,-38.4,"Diego Albareda-PRICTMA","Chelonia mydas","441","2008-04-29","2008-04-29",1,1,1,,,,"5305:487:238","POLYGON((-57.8 -38.3,-57.8 -38.4,-57.9 -38.4,-57.9 -38.3,-57.8 -38.3))"
12037729,-57.7,-38.3,"Diego Albareda-PRICTMA","Chelonia mydas","441","2008-04-29","2008-04-29",1,1,1,,,,"5305:487:227","POLYGON((-57.7 -38.2,-57.7 -38.3,-57.8 -38.3,-57.8 -38.2,-57.7 -38.2))"
12037725,-57.8,-37.8,"Diego Albareda-PRICTMA","Chelonia mydas","441","2009-02-10","2009-02-10",1,1,1,,,,"5305:477:477","POLYGON((-57.7 -37.7,-57.7 -37.8,-57.8 -37.8,-57.8 -37.7,-57.7 -37.7))"
12037728,-57.7,-38.3,"Diego Albareda-PRICTMA","Chelonia mydas","441","2008-05-09","2008-05-09",1,1,1,,,,"5305:487:226","POLYGON((-57.6 -38.2,-57.6 -38.3,-57.7 -38.3,-57.7 -38.2,-57.6 -38.2))"
12037727,-57.6,-38.2,"Diego Albareda-PRICTMA","Chelonia mydas","441","2009-02-08","2009-02-08",1,1,1,,,,"5305:487:216","POLYGON((-57.6 -38.1,-57.6 -38.2,-57.7 -38.2,-57.7 -38.1,-57.6 -38.1))"
12037726,-57.6,-38.2,"Diego Albareda-PRICTMA","Chelonia mydas","441","2009-02-08","2009-02-08",1,1,1,,,,"5305:487:215","POLYGON((-57.5 -38.1,-57.5 -38.2,-57.6 -38.2,-57.6 -38.1,-57.5 -38.1))"
12037724,-57.4,-37.9,"Diego Albareda-PRICTMA","Chelonia mydas","441","2009-02-09","2009-02-09",3,1,1,,,,"5305:477:394","POLYGON((-57.4 -37.9,-57.4 -38,-57.5 -38,-57.5 -37.9,-57.4 -37.9))"
12037723,-57.4,-37.9,"Diego Albareda-PRICTMA","Chelonia mydas","441","2009-02-10","2009-02-10",1,1,1,,,,"5305:477:393","POLYGON((-57.3 -37.9,-57.3 -38,-57.4 -38,-57.4 -37.9,-57.3 -37.9))"
12037722,-57.3,-38.0,"Diego Albareda-PRICTMA","Chelonia mydas","441","2008-05-01","2008-05-11",2,2,1,,,,"5305:477:392","POLYGON((-57.2 -37.9,-57.2 -38,-57.3 -38,-57.3 -37.9,-57.2 -37.9))"
12037720,-57.1,-37.7,"Diego Albareda-PRICTMA","Chelonia mydas","441","2008-05-13","2008-05-13",1,1,1,,,,"5305:477:371","POLYGON((-57.1 -37.7,-57.1 -37.8,-57.2 -37.8,-57.2 -37.7,-57.1 -37.7))"
12037719,-57.1,-37.5,"Diego Albareda-PRICTMA","Chelonia mydas","441","2009-02-13","2009-02-13",1,1,1,,,,"5305:477:351","POLYGON((-57.1 -37.5,-57.1 -37.6,-57.2 -37.6,-57.2 -37.5,-57.1 -37.5))"
