"oid","longitude","latitude","providers","species","datasets","date_min","date_max","num_records","num_animals","num_species","y1_value","y2_value","y3_value","csquare","geom_wkt"
49450059,-179.5,-16.7,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2006-01-01","2006-01-01",1,,1,,,,"5117:469:374","POLYGON((-179.4 -16.7,-179.4 -16.8,-179.5 -16.8,-179.5 -16.7,-179.4 -16.7))"
49450058,-179.3,-16.3,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2006-01-01","2006-01-01",1,55,1,,,,"5117:469:132","POLYGON((-179.2 -16.3,-179.2 -16.4,-179.3 -16.4,-179.3 -16.3,-179.2 -16.3))"
40059319,-178.4,-30.2,"Graham Edgar, Institute for Marine and Antarctic Studies (IMAS), University of Tasmania (UTAS)","Chelonia mydas","103152531","2012-12-30","2012-12-30",1,1,1,,,,"5317:208:124","POLYGON((-178.4 -30.2,-178.4 -30.3,-178.5 -30.3,-178.5 -30.2,-178.4 -30.2))"
40060818,-178.0,-29.3,"Kevin Mackay, NIWA","Chelonia mydas","103152536","1905-05-23","1992-05-01",2,,1,,,,"5217:497:229","POLYGON((-177.9 -29.2,-177.9 -29.3,-178 -29.3,-178 -29.2,-177.9 -29.2))"
207673,-177.2,-20.8,"Lamont-Doherty / LGL","Chelonia mydas","511","2009-03-03","2009-03-03",1,1,1,,,,"5217:207:381","POLYGON((-177.1 -20.8,-177.1 -20.9,-177.2 -20.9,-177.2 -20.8,-177.1 -20.8))"
49973136,-176.5,-43.3,"Aub Strydom","Chelonia mydas","2253","2023-04-08","2023-04-08",1,1,1,,,,"5417:236:235","POLYGON((-176.5 -43.3,-176.5 -43.4,-176.6 -43.4,-176.6 -43.3,-176.5 -43.3))"
49450072,-174.7,-20.0,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2008-01-01","2008-01-01",2,110,1,,,,"5217:104:207","POLYGON((-174.7 -20,-174.7 -20.1,-174.8 -20.1,-174.8 -20,-174.7 -20))"
49450001,-174.5,-4.7,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2002-01-01","2002-01-01",1,55,1,,,,"5017:144:465","POLYGON((-174.5 -4.6,-174.5 -4.7,-174.6 -4.7,-174.6 -4.6,-174.5 -4.6))"
40059318,-174.3,-18.0,"Graham Edgar, Institute for Marine and Antarctic Studies (IMAS), University of Tasmania (UTAS)","Chelonia mydas","103152531","2012-09-04","2012-09-04",1,1,1,,,,"5117:384:103","POLYGON((-174.3 -18,-174.3 -18.1,-174.4 -18.1,-174.4 -18,-174.3 -18))"
49449998,-174.1,-3.6,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2002-01-01","2002-01-01",1,55,1,,,,"5017:134:351","POLYGON((-174.1 -3.5,-174.1 -3.6,-174.2 -3.6,-174.2 -3.5,-174.1 -3.5))"
49450057,-174.0,-18.8,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2009-01-01","2009-01-01",1,55,1,,,,"5117:384:370","POLYGON((-174 -18.7,-174 -18.8,-174.1 -18.8,-174.1 -18.7,-174 -18.7))"
49451929,-174.0,26.1,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2010-01-01","2010-01-01",1,55,1,,,,"7217:363:209","POLYGON((-173.9 26,-174 26,-174 26.1,-173.9 26.1,-173.9 26))"
49450002,-172.5,-8.5,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1983-01-01","1983-01-01",1,,1,,,,"5017:382:354","POLYGON((-172.4 -8.5,-172.4 -8.6,-172.5 -8.6,-172.5 -8.5,-172.4 -8.5))"
49450000,-172.2,-4.5,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2002-01-01","2002-01-01",1,55,1,,,,"5017:142:141","POLYGON((-172.1 -4.4,-172.1 -4.5,-172.2 -4.5,-172.2 -4.4,-172.1 -4.4))"
49450004,-171.8,-9.2,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1983-01-01","1983-01-01",1,,1,,,,"5017:391:217","POLYGON((-171.7 -9.1,-171.7 -9.2,-171.8 -9.2,-171.8 -9.1,-171.7 -9.1))"
49451928,-171.7,25.8,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2010-01-01","2010-01-01",1,55,1,,,,"7217:351:477","POLYGON((-171.7 25.7,-171.8 25.7,-171.8 25.8,-171.7 25.8,-171.7 25.7))"
49449994,-171.6,-2.9,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1970-01-01","1970-01-01",1,300,1,,,,"5017:121:486","POLYGON((-171.6 -2.8,-171.6 -2.9,-171.7 -2.9,-171.7 -2.8,-171.6 -2.8))"
49449997,-171.5,-3.6,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2002-01-01","2002-01-01",1,55,1,,,,"5017:131:455","POLYGON((-171.5 -3.5,-171.5 -3.6,-171.6 -3.6,-171.6 -3.5,-171.5 -3.5))"
49449999,-171.2,-4.5,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2002-01-01","2002-01-01",1,55,1,,,,"5017:141:142","POLYGON((-171.2 -4.4,-171.2 -4.5,-171.3 -4.5,-171.3 -4.4,-171.2 -4.4))"
49450003,-171.2,-9.4,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1983-01-01","1983-01-01",1,,1,,,,"5017:391:131","POLYGON((-171.1 -9.3,-171.1 -9.4,-171.2 -9.4,-171.2 -9.3,-171.1 -9.3))"
49450053,-171.1,-11.1,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2009-01-01","2009-01-01",1,10,1,,,,"5117:111:100","POLYGON((-171 -11,-171 -11.1,-171.1 -11.1,-171.1 -11,-171 -11))"
49449996,-171.1,-3.1,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2002-01-01","2002-01-01",1,55,1,,,,"5017:131:110","POLYGON((-171 -3.1,-171 -3.2,-171.1 -3.2,-171.1 -3.1,-171 -3.1))"
49450054,-170.7,-14.3,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2008-01-01","2008-01-01",1,55,1,,,,"5117:140:237","POLYGON((-170.7 -14.3,-170.7 -14.4,-170.8 -14.4,-170.8 -14.3,-170.7 -14.3))"
49449995,-170.7,-3.7,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2002-01-01","2002-01-01",1,55,1,,,,"5017:130:477","POLYGON((-170.7 -3.7,-170.7 -3.8,-170.8 -3.8,-170.8 -3.7,-170.7 -3.7))"
49450050,-168.2,-14.5,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2004-01-01","2004-01-01",1,,1,,,,"5116:248:351","POLYGON((-168.1 -14.5,-168.1 -14.6,-168.2 -14.6,-168.2 -14.5,-168.1 -14.5))"
49451927,-166.2,23.8,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2008-01-01","2008-01-01",1,580,1,,,,"7216:236:372","POLYGON((-166.2 23.7,-166.3 23.7,-166.3 23.8,-166.2 23.8,-166.2 23.7))"
49450048,-165.9,-10.9,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1970-01-01","1970-01-01",1,,1,,,,"5116:205:488","POLYGON((-165.8 -10.8,-165.8 -10.9,-165.9 -10.9,-165.9 -10.8,-165.8 -10.8))"
49450049,-165.4,-11.6,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2010-01-01","2010-01-01",2,1,1,,,,"5116:215:354","POLYGON((-165.4 -11.5,-165.4 -11.6,-165.5 -11.6,-165.5 -11.5,-165.4 -11.5))"
49450052,-163.2,-18.1,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2012-01-01","2012-01-01",1,4,1,,,,"5116:383:102","POLYGON((-163.2 -18,-163.2 -18.1,-163.3 -18.1,-163.3 -18,-163.2 -18))"
49450051,-163.1,-18.0,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2012-01-01","2012-01-01",6,48,1,,,,"5116:383:101","POLYGON((-163.1 -18,-163.1 -18.1,-163.2 -18.1,-163.2 -18,-163.1 -18))"
49450047,-163.1,-13.3,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2010-01-01","2010-01-01",1,,1,,,,"5116:133:121","POLYGON((-163.1 -13.2,-163.1 -13.3,-163.2 -13.3,-163.2 -13.2,-163.1 -13.2))"
49450314,-162.1,5.9,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1987-01-01","1987-01-01",1,55,1,,,,"7016:352:380","POLYGON((-162 5.8,-162.1 5.8,-162.1 5.9,-162 5.9,-162 5.8))"
49450046,-161.1,-10.0,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2012-01-01","2012-01-01",1,2,1,,,,"5116:101:101","POLYGON((-161.1 -10,-161.1 -10.1,-161.2 -10.1,-161.2 -10,-161.1 -10))"
49450045,-161.1,-10.0,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1970-01-01","2012-01-01",3,5,1,,,,"5116:101:100","POLYGON((-161 -10,-161 -10.1,-161.1 -10.1,-161.1 -10,-161 -10))"
49449993,-161.1,-10.0,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2012-01-01","2012-01-01",1,2,1,,,,"5016:391:390","POLYGON((-161 -9.9,-161 -10,-161.1 -10,-161.1 -9.9,-161 -9.9))"
49450043,-161.0,-10.4,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1970-01-01","1970-01-01",1,,1,,,,"5116:100:249","POLYGON((-160.9 -10.4,-160.9 -10.5,-161 -10.5,-161 -10.4,-160.9 -10.4))"
9465712,-160.1,22.0,"HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","924","2011-02-26","2011-02-26",1,1,1,,,,"7216:110:391","POLYGON((-160.1 21.9,-160.2 21.9,-160.2 22,-160.1 22,-160.1 21.9))"
49449983,-160.0,-0.4,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1930-01-01","1930-01-01",1,55,1,,,,"5015:209:239","POLYGON((-159.9 -0.3,-159.9 -0.4,-160 -0.4,-160 -0.3,-159.9 -0.3))"
39990159,-159.8,-21.2,"Dimitri Brosens, Datafable","Chelonia mydas","103152427","2013-06-07","2013-06-07",1,,1,,,,"5215:219:227","POLYGON((-159.7 -21.2,-159.7 -21.3,-159.8 -21.3,-159.8 -21.2,-159.7 -21.2))"
49451926,-159.8,22.0,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2010-01-01","2010-01-01",1,55,1,,,,"7215:219:497","POLYGON((-159.7 21.9,-159.8 21.9,-159.8 22,-159.7 22,-159.7 21.9))"
9465692,-159.7,22.2,"HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","924","2011-02-26","2011-02-26",2,2,1,,,,"7215:229:217","POLYGON((-159.7 22.1,-159.8 22.1,-159.8 22.2,-159.7 22.2,-159.7 22.1))"
26495895,-159.6,21.9,"HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","927","2012-02-25","2012-02-25",1,1,1,,,,"7215:219:486","POLYGON((-159.6 21.8,-159.7 21.8,-159.7 21.9,-159.6 21.9,-159.6 21.8))"
26495897,-159.6,21.9,"HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","924;927","2011-02-24","2012-02-25",6,12,1,,,,"7215:219:496","POLYGON((-159.6 21.9,-159.7 21.9,-159.7 22,-159.6 22,-159.6 21.9))"
9465690,-159.7,22.2,"HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","924","2011-02-26","2011-02-26",1,1,1,,,,"7215:229:216","POLYGON((-159.6 22.1,-159.7 22.1,-159.7 22.2,-159.6 22.2,-159.6 22.1))"
9465667,-159.5,21.9,"HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","924","2011-02-24","2011-02-24",1,5,1,,,,"7215:219:485","POLYGON((-159.5 21.8,-159.6 21.8,-159.6 21.9,-159.5 21.9,-159.5 21.8))"
26495950,-159.5,22.2,"HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","924;927","2011-02-26","2012-02-25",3,3,1,,,,"7215:229:225","POLYGON((-159.5 22.2,-159.6 22.2,-159.6 22.3,-159.5 22.3,-159.5 22.2))"
39990915,-159.5,21.9,"Dimitri Brosens, Datafable","Chelonia mydas","103152427","2012-04-30","2012-08-04",3,,1,,,,"7215:219:384","POLYGON((-159.4 21.8,-159.5 21.8,-159.5 21.9,-159.4 21.9,-159.4 21.8))"
39990922,-159.5,21.9,"Dimitri Brosens, Datafable","Chelonia mydas","103152427","2011-07-11","2014-05-28",2,,1,,,,"7215:219:394","POLYGON((-159.4 21.9,-159.5 21.9,-159.5 22,-159.4 22,-159.4 21.9))"
26495931,-159.4,22.2,"HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","924;927","2011-02-24","2012-02-25",8,11,1,,,,"7215:229:124","POLYGON((-159.4 22.2,-159.5 22.2,-159.5 22.3,-159.4 22.3,-159.4 22.2))"
49450313,-159.3,3.9,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1990-01-01","1990-01-01",1,,1,,,,"7015:239:383","POLYGON((-159.3 3.8,-159.4 3.8,-159.4 3.9,-159.3 3.9,-159.3 3.8))"
9465681,-159.3,22.2,"HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","924","2011-02-24","2011-02-26",5,9,1,,,,"7215:229:113","POLYGON((-159.3 22.1,-159.4 22.1,-159.4 22.2,-159.3 22.2,-159.3 22.1))"
26495926,-159.3,22.2,"HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","924;927","2011-02-26","2012-02-25",6,10,1,,,,"7215:229:123","POLYGON((-159.3 22.2,-159.4 22.2,-159.4 22.3,-159.3 22.3,-159.3 22.2))"
26495913,-159.3,22.2,"HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","924;927","2011-02-26","2012-02-15",2,2,1,,,,"7215:229:112","POLYGON((-159.2 22.1,-159.3 22.1,-159.3 22.2,-159.2 22.2,-159.2 22.1))"
39990901,-158.2,21.5,";Dimitri Brosens, Datafable","Chelonia mydas","103152427;1568","2007-11-15","2013-11-02",4,1,1,,,,"7215:218:142","POLYGON((-158.2 21.4,-158.3 21.4,-158.3 21.5,-158.2 21.5,-158.2 21.4))"
39990905,-158.2,21.6,";Dimitri Brosens, Datafable","Chelonia mydas","103152427;1568","2007-11-15","2013-09-28",3,5,1,,,,"7215:218:352","POLYGON((-158.2 21.5,-158.3 21.5,-158.3 21.6,-158.2 21.6,-158.2 21.5))"
39990886,-158.1,21.4,"Dimitri Brosens, Datafable;HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","103152427;925","2011-02-28","2014-02-23",14,4,1,,,,"7215:218:131","POLYGON((-158.1 21.3,-158.2 21.3,-158.2 21.4,-158.1 21.4,-158.1 21.3))"
39990898,-158.2,21.4,";Dimitri Brosens, Datafable","Chelonia mydas","103152427;1568","2007-11-15","2011-05-19",2,1,1,,,,"7215:218:141","POLYGON((-158.1 21.4,-158.2 21.4,-158.2 21.5,-158.1 21.5,-158.1 21.4))"
39990903,-158.1,21.6,"Dimitri Brosens, Datafable","Chelonia mydas","103152427","2014-07-19","2014-07-19",1,,1,,,,"7215:218:351","POLYGON((-158.1 21.5,-158.2 21.5,-158.2 21.6,-158.1 21.6,-158.1 21.5))"
39899040,-158.1,21.6,"Tye Kindinger, National Oceanographic and Atmospheric Administration;Jake Asher, National Oceanographic and Atmospheric Administration","Chelonia mydas","103152380","2012-09-02","2012-09-02",2,2,1,,,,"7215:218:361","POLYGON((-158.1 21.6,-158.2 21.6,-158.2 21.7,-158.1 21.7,-158.1 21.6))"
49449992,-158.0,-9.0,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2013-01-01","2016-01-01",2,5,1,,,,"5015:498:100","POLYGON((-158 -9,-158 -9.1,-158.1 -9.1,-158.1 -9,-158 -9))"
49449988,-158.0,-9.0,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2016-01-01","2016-01-01",1,2,1,,,,"5015:488:390","POLYGON((-158 -8.9,-158 -9,-158.1 -9,-158.1 -8.9,-158 -8.9))"
49449987,-158.0,-8.6,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2016-01-01","2016-01-01",3,12,1,,,,"5015:488:350","POLYGON((-158 -8.5,-158 -8.6,-158.1 -8.6,-158.1 -8.5,-158 -8.5))"
26494987,-158.0,21.3,"","Chelonia mydas","1568;1598","2007-11-15","2009-06-19",21,21,1,,,,"7215:218:120","POLYGON((-158 21.2,-158.1 21.2,-158.1 21.3,-158 21.3,-158 21.2))"
31662217,-158.0,21.4,";HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","1598;1954;1955","2009-06-19","2014-10-30",15,15,1,,,,"7215:218:130","POLYGON((-158 21.3,-158.1 21.3,-158.1 21.4,-158 21.4,-158 21.3))"
39990896,-158.0,21.4,"Dimitri Brosens, Datafable","Chelonia mydas","103152427","2013-04-28","2013-10-12",2,,1,,,,"7215:218:140","POLYGON((-158 21.4,-158.1 21.4,-158.1 21.5,-158 21.5,-158 21.4))"
39990910,-158.1,21.7,";Dimitri Brosens, Datafable","Chelonia mydas","103152427;1568","2007-11-15","2013-09-25",5,2,1,,,,"7215:218:360","POLYGON((-158 21.6,-158.1 21.6,-158.1 21.7,-158 21.7,-158 21.6))"
49449990,-158.0,-9.0,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2011-01-01","2016-01-01",4,289,1,,,,"5015:497:209","POLYGON((-157.9 -9,-157.9 -9.1,-158 -9.1,-158 -9,-157.9 -9))"
49449986,-158.0,-9.0,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1970-01-01","1970-01-01",1,,1,,,,"5015:487:499","POLYGON((-157.9 -8.9,-157.9 -9,-158 -9,-158 -8.9,-157.9 -8.9))"
31662194,-157.9,21.3,";HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","1598;1624;1638;1650;1954;925","2009-06-19","2014-10-30",29,47,1,,,,"7215:217:229","POLYGON((-157.9 21.2,-158 21.2,-158 21.3,-157.9 21.3,-157.9 21.2))"
31662208,-158.0,21.4,";HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","1598;1614;1624;1632;1650;1954;1955;925","2009-06-19","2015-09-17",221,227,1,,,,"7215:217:239","POLYGON((-157.9 21.3,-158 21.3,-158 21.4,-157.9 21.4,-157.9 21.3))"
26494533,-157.9,21.6,"","Chelonia mydas","1568","2007-11-15","2007-11-15",1,1,1,,,,"7215:217:469","POLYGON((-157.9 21.6,-158 21.6,-158 21.7,-157.9 21.7,-157.9 21.6))"
49451925,-158.0,21.7,";The State of the World's Sea Turtles Team","Chelonia mydas","1568;545","2007-11-15","2010-01-01",3,57,1,,,,"7215:217:479","POLYGON((-157.9 21.7,-158 21.7,-158 21.8,-157.9 21.8,-157.9 21.7))"
39990867,-157.8,21.3,"Dimitri Brosens, Datafable","Chelonia mydas","103152427","2012-11-13","2014-11-16",13,,1,,,,"7215:217:228","POLYGON((-157.8 21.2,-157.9 21.2,-157.9 21.3,-157.8 21.3,-157.8 21.2))"
26494529,-157.8,21.5,"","Chelonia mydas","1568","2007-11-15","2007-11-15",1,14,1,,,,"7215:217:248","POLYGON((-157.8 21.4,-157.9 21.4,-157.9 21.5,-157.8 21.5,-157.8 21.4))"
26494531,-157.9,21.6,"","Chelonia mydas","1568","2007-11-15","2007-11-15",1,6,1,,,,"7215:217:458","POLYGON((-157.8 21.5,-157.9 21.5,-157.9 21.6,-157.8 21.6,-157.8 21.5))"
39990849,-157.7,21.3,"Dimitri Brosens, Datafable;HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","103152427;925","2011-02-28","2011-05-20",5,5,1,,,,"7215:217:227","POLYGON((-157.7 21.2,-157.8 21.2,-157.8 21.3,-157.7 21.3,-157.7 21.2))"
39990870,-157.7,21.5,";Dimitri Brosens, Datafable","Chelonia mydas","103152427;1624","2011-05-16","2013-10-27",8,6,1,,,,"7215:217:247","POLYGON((-157.7 21.4,-157.8 21.4,-157.8 21.5,-157.7 21.5,-157.7 21.4))"
39990846,-157.7,21.3,"Dimitri Brosens, Datafable","Chelonia mydas","103152427","2012-09-08","2013-10-27",3,,1,,,,"7215:217:226","POLYGON((-157.6 21.2,-157.7 21.2,-157.7 21.3,-157.6 21.3,-157.6 21.2))"
26495351,-157.6,21.3,"","Chelonia mydas","1614","2010-11-16","2010-11-16",1,1,1,,,,"7215:217:236","POLYGON((-157.6 21.3,-157.7 21.3,-157.7 21.4,-157.6 21.4,-157.6 21.3))"
49449985,-157.6,-8.6,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2015-01-01","2015-01-01",1,1,1,,,,"5015:487:455","POLYGON((-157.5 -8.5,-157.5 -8.6,-157.6 -8.6,-157.6 -8.5,-157.5 -8.5))"
49450312,-157.4,1.9,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1990-01-01","1990-01-01",1,,1,,,,"7015:217:383","POLYGON((-157.3 1.8,-157.4 1.8,-157.4 1.9,-157.3 1.9,-157.3 1.8))"
26495795,-157.1,21.1,";HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","1568;925","2007-11-15","2011-03-05",3,4,1,,,,"7215:217:101","POLYGON((-157.1 21,-157.2 21,-157.2 21.1,-157.1 21.1,-157.1 21))"
49451923,-157.2,21.2,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2010-01-01","2010-01-01",1,55,1,,,,"7215:217:111","POLYGON((-157.1 21.1,-157.2 21.1,-157.2 21.2,-157.1 21.2,-157.1 21.1))"
49451920,-157.0,20.9,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2010-01-01","2010-01-01",1,55,1,,,,"7215:207:380","POLYGON((-157 20.8,-157.1 20.8,-157.1 20.9,-157 20.9,-157 20.8))"
26495793,-157.0,21.1,";HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","1568;925","2007-11-15","2011-03-05",6,14,1,,,,"7215:217:100","POLYGON((-157 21,-157.1 21,-157.1 21.1,-157 21.1,-157 21))"
26495785,-156.9,21.1,"HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","925","2011-02-28","2011-02-28",3,12,1,,,,"7215:216:209","POLYGON((-156.9 21,-157 21,-157 21.1,-156.9 21.1,-156.9 21))"
26494521,-157.0,21.2,"","Chelonia mydas","1568","2007-11-15","2007-11-15",1,1,1,,,,"7215:216:229","POLYGON((-156.9 21.2,-157 21.2,-157 21.3,-156.9 21.3,-156.9 21.2))"
26495782,-156.8,21.0,"HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","925","2011-03-05","2011-03-05",2,8,1,,,,"7215:216:208","POLYGON((-156.8 21,-156.9 21,-156.9 21.1,-156.8 21.1,-156.8 21))"
26495780,-156.8,21.1,"HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","925","2011-02-28","2011-02-28",2,2,1,,,,"7215:216:207","POLYGON((-156.7 21,-156.8 21,-156.8 21.1,-156.7 21.1,-156.7 21))"
26495789,-156.7,21.1,"HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","925","2011-02-28","2011-02-28",1,1,1,,,,"7215:216:217","POLYGON((-156.7 21.1,-156.8 21.1,-156.8 21.2,-156.7 21.2,-156.7 21.1))"
39990841,-156.6,20.9,"Dimitri Brosens, Datafable;Tye Kindinger, National Oceanographic and Atmospheric Administration;Jake Asher, National Oceanographic and Atmospheric Administration","Chelonia mydas","103152380;103152427","2012-09-03","2013-12-10",5,1,1,,,,"7215:206:486","POLYGON((-156.6 20.8,-156.7 20.8,-156.7 20.9,-156.6 20.9,-156.6 20.8))"
49451919,-156.7,21.0,"Dimitri Brosens, Datafable;HDR Environmental, Operations and Construction, Inc.;The State of the World's Sea Turtles Team","Chelonia mydas","103152427;545;925","2010-01-01","2013-03-31",3,56,1,,,,"7215:206:496","POLYGON((-156.6 20.9,-156.7 20.9,-156.7 21,-156.6 21,-156.6 20.9))"
26495777,-156.6,21.0,"HDR Environmental, Operations and Construction, Inc.","Chelonia mydas","925","2011-02-28","2011-02-28",1,1,1,,,,"7215:216:206","POLYGON((-156.6 21,-156.7 21,-156.7 21.1,-156.6 21.1,-156.6 21))"
39990821,-156.4,20.7,"Dimitri Brosens, Datafable;Tye Kindinger, National Oceanographic and Atmospheric Administration;Jake Asher, National Oceanographic and Atmospheric Administration","Chelonia mydas","103152380;103152427","2011-01-03","2014-06-19",10,2,1,,,,"7215:206:364","POLYGON((-156.4 20.6,-156.5 20.6,-156.5 20.7,-156.4 20.7,-156.4 20.6))"
39990832,-156.4,20.7,"Dimitri Brosens, Datafable","Chelonia mydas","103152427","2010-08-17","2013-09-16",4,,1,,,,"7215:206:374","POLYGON((-156.4 20.7,-156.5 20.7,-156.5 20.8,-156.4 20.8,-156.4 20.7))"
39990827,-156.3,20.8,"Dimitri Brosens, Datafable","Chelonia mydas","103152427","2012-02-26","2012-05-19",2,,1,,,,"7215:206:373","POLYGON((-156.3 20.7,-156.4 20.7,-156.4 20.8,-156.3 20.8,-156.3 20.7))"
49712646,-156.4,20.9,"Shannon Rivas via Happywhale.com","Chelonia mydas","2140","2021-01-20","2021-01-20",1,0,1,,,,"7215:206:393","POLYGON((-156.3 20.9,-156.4 20.9,-156.4 21,-156.3 21,-156.3 20.9))"
39990477,-156.0,19.6,"Dimitri Brosens, Datafable","Chelonia mydas","103152427","2012-09-04","2012-09-04",1,,1,,,,"7115:496:360","POLYGON((-156 19.6,-156.1 19.6,-156.1 19.7,-156 19.7,-156 19.6))"
39990466,-156.0,19.6,"Dimitri Brosens, Datafable","Chelonia mydas","103152427","2012-09-03","2012-09-03",1,,1,,,,"7115:495:469","POLYGON((-155.9 19.6,-156 19.6,-156 19.7,-155.9 19.7,-155.9 19.6))"
39990464,-155.7,19.5,"Dimitri Brosens, Datafable","Chelonia mydas","103152427","2013-08-20","2013-08-20",1,,1,,,,"7115:495:456","POLYGON((-155.6 19.5,-155.7 19.5,-155.7 19.6,-155.6 19.6,-155.6 19.5))"
39990470,-155.6,19.9,"Dimitri Brosens, Datafable","Chelonia mydas","103152427","2013-08-26","2013-10-11",2,,1,,,,"7115:495:485","POLYGON((-155.5 19.8,-155.6 19.8,-155.6 19.9,-155.5 19.9,-155.5 19.8))"
49450042,-154.6,-16.5,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1991-01-01","1991-01-01",1,,1,,,,"5115:364:456","POLYGON((-154.6 -16.5,-154.6 -16.6,-154.7 -16.6,-154.7 -16.5,-154.6 -16.5))"
49450038,-154.5,-15.8,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1991-01-01","1991-01-01",1,33,1,,,,"5115:354:485","POLYGON((-154.5 -15.8,-154.5 -15.9,-154.6 -15.9,-154.6 -15.8,-154.5 -15.8))"
49450041,-153.9,-16.8,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1995-01-01","1995-01-01",1,,1,,,,"5115:363:489","POLYGON((-153.9 -16.8,-153.9 -16.9,-154 -16.9,-154 -16.8,-153.9 -16.8))"
49450037,-152.4,-10.1,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1990-01-01","1990-01-01",1,,1,,,,"5115:102:103","POLYGON((-152.3 -10,-152.3 -10.1,-152.4 -10.1,-152.4 -10,-152.3 -10))"
49450039,-151.8,-16.3,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1995-01-01","1995-01-01",1,,1,,,,"5115:361:228","POLYGON((-151.8 -16.2,-151.8 -16.3,-151.9 -16.3,-151.9 -16.2,-151.8 -16.2))"
49450040,-151.7,-16.5,"The State of the World's Sea Turtles Team","Chelonia mydas","545","2010-01-01","2010-01-01",1,15,1,,,,"5115:361:457","POLYGON((-151.7 -16.5,-151.7 -16.6,-151.8 -16.6,-151.8 -16.5,-151.7 -16.5))"
49449984,-150.2,-10.0,"The State of the World's Sea Turtles Team","Chelonia mydas","545","1990-01-01","1990-01-01",1,,1,,,,"5015:390:392","POLYGON((-150.2 -9.9,-150.2 -10,-150.3 -10,-150.3 -9.9,-150.2 -9.9))"
