sci.name,obsv.datetime,lat,lon,life.stage,bathy,SST,SSS,common.name
Chelonia mydas,2017-05-08T12:35:00Z,24.63,52.965,NA,10,27.89,38.66,Green
Caretta caretta,2011-05-05T06:50:14Z,15.10121,58.03281,Juvenile,4128,26.89,36.14,Loggerhead
Caretta caretta,2012-01-12T08:51:59Z,10.53323,56.18363,Juvenile,5276,27.15,35.94,Loggerhead
Chelonia mydas,2018-06-29T11:20:00Z,24.84,53.074,NA,8,27.84,38.69,Green
Caretta caretta,2012-05-12T12:24:17Z,16.93364,54.62395,Juvenile,714,26.43,36,Loggerhead
Chelonia mydas,2017-06-11T11:11:00Z,23.714,58.613,NA,827,28.09,36.8,Green
Caretta caretta,2011-04-06T14:22:27Z,5.13856,60.93022,Juvenile,3340,28.97,35.62,Loggerhead
Chelonia mydas,2019-07-25T19:06:00Z,24.651,53.101,NA,5,27.93,38.71,Green
Caretta caretta,2012-06-02T20:41:41Z,18.63033,58.64632,Juvenile,3387,26.59,36.23,Loggerhead
Chelonia mydas,2017-02-03T22:53:00Z,24.148,53.42,NA,2,28,38.7,Green
Caretta caretta,2011-08-09T14:31:06Z,3.91431,48.34167,Juvenile,1513,27.03,35.38,Loggerhead
Caretta caretta,2011-03-27T08:26:13Z,12.8345,51.18289,Juvenile,2212,27.77,36.03,Loggerhead
Caretta caretta,2012-06-21T15:42:00Z,19.70119,61.16561,Juvenile,3645,26.92,36.28,Loggerhead
Chelonia mydas,2017-06-26T06:01:00Z,24.32,53.833,NA,9,28.01,38.8,Green
Caretta caretta,2012-04-21T16:53:35Z,14.67728,55.7325,Juvenile,3011,27.02,36.09,Loggerhead
Chelonia mydas,2017-05-21T06:44:00Z,24.659,53.051,NA,3,27.91,38.67,Green
Chelonia mydas,2019-06-22T04:55:00Z,24.637,53.043,NA,2,27.91,38.67,Green
Caretta caretta,2010-12-19T18:39:13Z,0.30927,54.55213,Juvenile,4902,28.42,35.36,Loggerhead
Chelonia mydas,2018-05-08T11:16:00Z,26.44,56.638,NA,92,28.01,36.95,Green
Caretta caretta,2011-02-05T08:54:09Z,4.33177,53.83026,Juvenile,5170,27.93,35.47,Loggerhead
Chelonia mydas,2019-05-28T19:12:00Z,24.59,53.086,NA,2,27.93,38.71,Green
Chelonia mydas,2018-08-24T06:16:00Z,22.525,59.808,NA,10,26.95,36.64,Green
Chelonia mydas,2017-06-24T06:47:00Z,24.585,54.498,NA,2,28.11,38.94,Green
Chelonia mydas,2017-05-22T19:20:00Z,24.447,53.432,NA,11,28.02,38.76,Green
Chelonia mydas,2018-05-21T18:42:00Z,25.748,55.87,NA,2,NA,NA,Green
Caretta caretta,2011-07-17T20:11:34Z,7.51143,60.16403,Juvenile,2385,28.45,35.82,Loggerhead
Chelonia mydas,2018-03-17T11:16:00Z,24.639,53.094,NA,2,27.93,38.71,Green
Caretta caretta,2012-05-19T09:51:08Z,14.94608,55.09074,Juvenile,2474,27.03,36.08,Loggerhead
Chelonia mydas,2016-12-21T12:46:00Z,24.646,53.033,NA,4,27.91,38.67,Green
Chelonia mydas,2016-10-28T14:43:00Z,24.633,53.086,NA,2,27.93,38.71,Green
Caretta caretta,2011-12-05T20:05:54Z,0.29685,50.41184,Juvenile,5078,27.76,35.36,Loggerhead
Caretta caretta,2010-12-24T14:19:20Z,0.20249,56.78013,Juvenile,4569,28.75,35.34,Loggerhead
Chelonia mydas,2018-04-19T04:48:00Z,24.571,53.06,NA,2,27.93,38.65,Green
Caretta caretta,2012-04-05T03:33:49Z,9.24767,50.69777,Juvenile,4,26.21,35.65,Loggerhead
Chelonia mydas,2018-06-08T13:12:00Z,24.623,53.152,NA,5,27.93,38.71,Green
Caretta caretta,2012-05-04T13:42:44Z,15.65472,55.39927,Juvenile,3652,26.97,36.09,Loggerhead
Caretta caretta,2012-02-24T09:37:52Z,9.14836,50.76776,Juvenile,117,26.23,35.64,Loggerhead
Caretta caretta,2012-04-22T13:16:21Z,9.22845,50.73953,Juvenile,36,26.21,35.65,Loggerhead
Chelonia mydas,2017-05-20T06:24:00Z,25.729,55.849,NA,2,NA,NA,Green
Chelonia mydas,2019-06-04T06:32:00Z,24.642,53.06,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-28T20:11:32Z,16.46799,54.51024,Juvenile,2720,26.74,36.08,Loggerhead
Caretta caretta,2011-03-29T20:23:03Z,0.56951,50.42043,Juvenile,5079,27.73,35.35,Loggerhead
Chelonia mydas,2018-10-06T04:47:00Z,22.483,59.838,NA,28,26.66,36.6,Green
Chelonia mydas,2018-07-23T13:12:00Z,22.356,59.848,NA,112,26.48,36.59,Green
Caretta caretta,2011-02-23T11:42:45Z,14.49405,52.5576,Juvenile,1831,27.03,36.04,Loggerhead
Caretta caretta,2011-11-15T13:38:35Z,2.03,47.775,Juvenile,4228,27.29,35.34,Loggerhead
Chelonia mydas,2016-09-06T22:54:00Z,25.831,55.949,NA,6,NA,NA,Green
Chelonia mydas,2018-04-29T11:22:00Z,24.647,53.036,NA,2,27.91,38.67,Green
Chelonia mydas,2019-07-10T19:21:00Z,24.637,53.039,NA,2,27.91,38.67,Green
Caretta caretta,2011-05-15T19:42:17Z,16.12878,55.8632,Juvenile,3289,26.83,36.11,Loggerhead
Chelonia mydas,2018-03-14T06:50:00Z,24.579,53.017,NA,2,27.93,38.65,Green
Caretta caretta,2012-06-14T20:52:48Z,19.1127,61.83321,Juvenile,3608,27.03,36.32,Loggerhead
Chelonia mydas,2016-05-21T23:15:00Z,24.597,53.057,NA,2,27.91,38.67,Green
Caretta caretta,2011-04-09T17:31:08Z,15.91012,53.62605,Juvenile,2418,26.97,36.1,Loggerhead
Chelonia mydas,2018-05-15T06:10:00Z,24.711,53.853,NA,17,28.1,38.82,Green
Caretta caretta,2011-03-16T22:12:22Z,15.97103,54.9232,Juvenile,3036,26.91,36.1,Loggerhead
Chelonia mydas,2017-05-19T10:28:00Z,25.798,55.84,NA,6,28.13,38.64,Green
Caretta caretta,2011-08-13T07:26:14Z,6.63295,50.58532,Juvenile,2211,27.22,35.51,Loggerhead
Chelonia mydas,2016-08-01T19:02:00Z,25.755,55.826,NA,5,28.14,38.7,Green
Caretta caretta,2011-06-16T06:52:12Z,2.09675,58.01688,Juvenile,4311,28.87,35.37,Loggerhead
Chelonia mydas,2016-09-06T12:09:00Z,25.734,55.827,NA,3,28.19,38.72,Green
Caretta caretta,2012-06-02T04:01:09Z,18.26477,58.59289,Juvenile,3406,26.68,36.22,Loggerhead
Chelonia mydas,2019-06-07T12:01:00Z,24.617,53.027,NA,2,27.91,38.67,Green
Chelonia mydas,2016-12-28T23:12:00Z,20.581,58.95,NA,15,25.98,36.1,Green
Caretta caretta,2012-04-10T05:22:10Z,15.03596,56.21425,Juvenile,2646,26.98,36.1,Loggerhead
Caretta caretta,2011-06-28T14:33:28Z,7.04703,58.78603,Juvenile,3447,28.37,35.76,Loggerhead
Chelonia mydas,2017-03-22T22:21:00Z,24.557,54.459,NA,2,28.09,38.96,Green
Caretta caretta,2012-05-07T17:05:34Z,15.91646,55.16226,Juvenile,3126,26.92,36.1,Loggerhead
Caretta caretta,2010-12-15T15:58:34Z,0.51615,52.67206,Juvenile,5059,28.1,35.36,Loggerhead
Chelonia mydas,2016-10-19T02:50:00Z,25.739,55.85,NA,2,NA,NA,Green
Caretta caretta,2011-04-22T02:24:07Z,13.04346,53.23082,Juvenile,2430,26.71,35.95,Loggerhead
Chelonia mydas,2017-05-09T23:10:00Z,24.406,52.858,NA,6,27.95,38.53,Green
Chelonia mydas,2019-05-13T07:27:00Z,24.666,53.088,NA,5,27.93,38.71,Green
Chelonia mydas,2016-11-10T22:17:00Z,22.206,59.804,NA,49,26.32,36.48,Green
Caretta caretta,2012-06-05T19:17:20Z,19.76798,58.48443,Juvenile,123,25.56,36.22,Loggerhead
Chelonia mydas,2016-12-07T13:38:00Z,24.144,53.367,NA,4,28,38.69,Green
Caretta caretta,2011-02-20T08:03:18Z,15.88179,52.5774,Juvenile,1259,26.67,36.07,Loggerhead
Chelonia mydas,2016-08-30T00:25:00Z,25.767,55.833,NA,5,28.14,38.7,Green
Caretta caretta,2011-04-20T13:40:27Z,16.54424,54.36081,Juvenile,2449,26.64,36.07,Loggerhead
Chelonia mydas,2018-05-19T05:35:00Z,24.67,53.099,NA,9,27.92,38.71,Green
Caretta caretta,2011-05-08T02:35:35Z,16.02933,55.48107,Juvenile,3534,26.84,36.1,Loggerhead
Chelonia mydas,2018-08-23T06:36:00Z,24.631,53.098,NA,2,27.93,38.71,Green
Chelonia mydas,2017-05-30T06:59:00Z,24.65,53.033,NA,4,27.91,38.67,Green
Chelonia mydas,2016-12-08T23:44:00Z,18.674,56.791,NA,3,24.97,36.07,Green
Chelonia mydas,2017-04-26T23:59:00Z,24.326,53.138,NA,2,27.99,38.6,Green
Caretta caretta,2011-04-16T03:38:22Z,13.61463,52.8714,Juvenile,2461,26.82,36,Loggerhead
Chelonia mydas,2017-05-14T06:50:00Z,24.663,53.001,NA,11,27.91,38.67,Green
Caretta caretta,2011-04-11T00:43:48Z,6.11578,60.17694,Juvenile,2668,28.75,35.7,Loggerhead
Chelonia mydas,2018-05-02T06:44:00Z,24.656,53.041,NA,6,27.91,38.67,Green
Caretta caretta,2011-04-19T03:01:16Z,13.09608,52.3612,Juvenile,2399,26.73,35.97,Loggerhead
Caretta caretta,2010-12-21T03:45:37Z,0.16082,55.18303,Juvenile,2552,28.51,35.36,Loggerhead
Chelonia mydas,2018-05-06T05:59:00Z,24.691,52.973,NA,13,27.86,38.67,Green
Caretta caretta,2012-05-30T14:08:04Z,17.80445,57.67678,Juvenile,1034,26.27,36.14,Loggerhead
Caretta caretta,2011-04-16T01:28:25Z,13.62216,52.87408,Juvenile,2458,26.82,36,Loggerhead
Chelonia mydas,2016-12-04T11:56:00Z,24.63,53.044,NA,2,27.91,38.67,Green
Caretta caretta,2012-06-01T12:13:30Z,18.09903,58.4213,Juvenile,3441,26.65,36.2,Loggerhead
Chelonia mydas,2016-12-10T06:49:00Z,24.576,54.455,NA,3,28.09,38.96,Green
Caretta caretta,2012-02-20T21:12:01Z,16.80537,56.68229,Juvenile,3657,26.58,36.13,Loggerhead
Chelonia mydas,2016-08-18T13:16:00Z,24.627,53.01,NA,6,27.91,38.67,Green
Chelonia mydas,2018-04-23T12:31:00Z,24.569,53.113,NA,2,27.94,38.67,Green
Chelonia mydas,2017-03-27T14:27:00Z,24.677,53.065,NA,8,27.91,38.69,Green
Caretta caretta,2011-04-11T06:32:46Z,15.07535,54.15297,Juvenile,2655,26.89,36.08,Loggerhead
Chelonia mydas,2019-05-13T11:49:00Z,24.468,53.159,NA,10,27.98,38.66,Green
Chelonia mydas,2019-07-28T06:51:00Z,24.667,53.045,NA,9,27.91,38.69,Green
Chelonia mydas,2019-05-16T13:02:00Z,24.473,53.089,NA,8,27.98,38.66,Green
Caretta caretta,2012-06-07T05:07:08Z,20.09406,59.25666,Juvenile,2891,26.3,36.26,Loggerhead
Caretta caretta,2011-03-28T10:40:17Z,16.53915,54.36957,Juvenile,2435,26.64,36.07,Loggerhead
Caretta caretta,2011-05-18T11:04:56Z,16.6901,55.20414,Juvenile,2956,26.49,36.05,Loggerhead
Chelonia mydas,2018-10-06T12:19:00Z,24.565,53.366,NA,3,28.02,38.74,Green
Caretta caretta,2011-06-06T19:56:33Z,-0.1103,56.78291,Juvenile,4769,28.75,35.34,Loggerhead
Caretta caretta,2012-01-21T07:35:07Z,8.9017,50.47118,Juvenile,16,26.24,35.61,Loggerhead
Chelonia mydas,2017-08-10T05:30:00Z,25.164,53.676,NA,24,28.09,38.65,Green
Chelonia mydas,2019-09-13T06:43:00Z,24.654,53.046,NA,3,27.91,38.67,Green
Caretta caretta,2011-03-16T12:36:19Z,14.53845,52.94515,Juvenile,1899,26.96,36.04,Loggerhead
Caretta caretta,2012-01-18T19:48:09Z,11.68861,55.14735,Juvenile,739,26.88,35.95,Loggerhead
Chelonia mydas,2018-08-05T05:33:00Z,25.581,58.049,NA,2,27.97,36.65,Green
Chelonia mydas,2017-04-27T05:00:00Z,24.61,53.036,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-27T17:41:51Z,16.50071,54.26072,Juvenile,2520,26.65,36.07,Loggerhead
Caretta caretta,2012-03-08T01:35:41Z,9.23972,50.7213,Juvenile,34,26.21,35.65,Loggerhead
Chelonia mydas,2019-07-28T17:22:00Z,24.657,53.097,NA,4,27.93,38.71,Green
Chelonia mydas,2016-09-29T06:44:00Z,25.736,55.862,NA,2,NA,NA,Green
Caretta caretta,2011-03-31T21:13:12Z,0.58136,43.44912,Juvenile,35,26.88,34.96,Loggerhead
Chelonia mydas,2016-09-18T11:27:00Z,24.586,54.432,NA,5,28.11,38.94,Green
Caretta caretta,2011-04-29T00:26:57Z,16.65531,55.64235,Juvenile,2966,26.55,36.09,Loggerhead
Chelonia mydas,2018-03-26T11:11:00Z,24.539,53.09,NA,2,27.94,38.67,Green
Caretta caretta,2011-04-10T02:08:52Z,5.90841,60.40343,Juvenile,3305,28.82,35.69,Loggerhead
Caretta caretta,2011-03-07T13:46:57Z,14.5559,52.38611,Juvenile,2493,27.12,36.04,Loggerhead
Chelonia mydas,2019-09-22T13:02:00Z,24.651,53.032,NA,9,27.91,38.67,Green
Chelonia mydas,2016-09-13T23:17:00Z,25.738,55.833,NA,3,28.19,38.72,Green
Caretta caretta,2011-04-08T17:51:52Z,5.7389,60.62176,Juvenile,2542,28.88,35.67,Loggerhead
Chelonia mydas,2018-09-23T11:32:00Z,26.03,55.172,NA,86,28.04,38.19,Green
Chelonia mydas,2016-10-19T23:07:00Z,25.646,55.711,NA,2,28.21,38.74,Green
Caretta caretta,2011-01-27T18:04:45Z,1.39277,53.03889,Juvenile,5113,28.09,35.36,Loggerhead
Chelonia mydas,2016-07-29T16:45:00Z,25.641,55.716,NA,10,28.21,38.74,Green
Caretta caretta,2012-02-27T03:16:00Z,9.249,50.7066,Juvenile,27,26.21,35.65,Loggerhead
Chelonia mydas,2018-04-30T12:57:00Z,25.947,55.615,NA,48,28.1,38.31,Green
Caretta caretta,2011-02-21T19:10:24Z,15.48401,52.31993,Juvenile,158,26.85,36.05,Loggerhead
Caretta caretta,2012-04-21T18:56:20Z,14.67405,55.77878,Juvenile,3146,27,36.09,Loggerhead
Chelonia mydas,2016-09-17T06:33:00Z,24.243,53.716,NA,19,27.99,38.79,Green
Caretta caretta,2011-04-11T08:46:56Z,16.00757,54.43399,Juvenile,2855,26.91,36.1,Loggerhead
Chelonia mydas,2018-03-18T06:16:00Z,24.484,53.223,NA,19,27.98,38.69,Green
Chelonia mydas,2019-07-19T19:34:00Z,24.653,53.036,NA,6,27.91,38.67,Green
Chelonia mydas,2016-08-09T23:17:00Z,24.656,53.085,NA,4,27.93,38.71,Green
Chelonia mydas,2017-05-18T06:10:00Z,24.633,53.05,NA,2,27.91,38.67,Green
Caretta caretta,2011-01-28T05:59:26Z,1.49819,53.07724,Juvenile,5107,28.09,35.36,Loggerhead
Chelonia mydas,2018-10-20T06:36:00Z,24.667,53.056,NA,7,27.91,38.69,Green
Caretta caretta,2012-03-28T01:42:30Z,9.21706,50.71138,Juvenile,31,26.21,35.65,Loggerhead
Chelonia mydas,2016-12-21T22:56:00Z,24.634,53.042,NA,2,27.91,38.67,Green
Caretta caretta,2012-03-29T05:46:33Z,9.21714,50.68314,Juvenile,7,26.21,35.65,Loggerhead
Caretta caretta,2012-01-17T19:22:51Z,8.68863,50.46569,Juvenile,54,26.28,35.6,Loggerhead
Chelonia mydas,2018-06-09T06:59:00Z,24.566,53.147,NA,6,27.94,38.67,Green
Chelonia mydas,2016-08-06T22:05:00Z,25.74,55.87,NA,2,NA,NA,Green
Caretta caretta,2011-04-09T07:54:06Z,5.79449,60.55484,Juvenile,2698,28.85,35.67,Loggerhead
Chelonia mydas,2018-04-29T23:56:00Z,24.504,53.183,NA,12,27.96,38.71,Green
Caretta caretta,2012-01-16T06:15:17Z,8.37162,50.37502,Juvenile,146,26.25,35.58,Loggerhead
Caretta caretta,2012-02-24T07:28:45Z,9.24678,50.71048,Juvenile,29,26.21,35.65,Loggerhead
Chelonia mydas,2017-01-24T13:36:00Z,24.148,53.368,NA,4,28,38.69,Green
Caretta caretta,2012-01-26T08:15:40Z,9.12467,50.67263,Juvenile,17,26.21,35.63,Loggerhead
Chelonia mydas,2017-05-12T05:47:00Z,25.755,55.885,NA,3,28.13,38.64,Green
Chelonia mydas,2018-11-02T05:34:00Z,21.534,59.557,NA,25,25.95,36.21,Green
Caretta caretta,2011-12-04T05:17:16Z,1.27974,54.70568,Juvenile,4883,28.41,35.36,Loggerhead
Chelonia mydas,2017-07-03T06:54:00Z,24.23,53.567,NA,4,28,38.73,Green
Caretta caretta,2012-05-27T08:38:16Z,17.33607,56.41888,Juvenile,3020,26.02,36.09,Loggerhead
Chelonia mydas,2018-05-11T12:27:00Z,24.469,52.985,NA,7,27.92,38.61,Green
Caretta caretta,2011-05-19T00:21:42Z,16.54872,55.03272,Juvenile,2959,26.58,36.07,Loggerhead
Chelonia mydas,2018-10-22T12:34:00Z,24.656,53.073,NA,2,27.91,38.67,Green
Chelonia mydas,2018-06-13T11:02:00Z,24.869,53.1,NA,11,27.86,38.7,Green
Chelonia mydas,2016-12-16T23:46:00Z,26.367,56.469,NA,76,27.91,36.9,Green
Chelonia mydas,2016-11-14T23:11:00Z,24.121,58.118,NA,1802,28.29,36.81,Green
Caretta caretta,2011-03-19T17:53:12Z,14.88275,52.51996,Juvenile,2383,27.05,36.06,Loggerhead
Chelonia mydas,2018-09-14T11:34:00Z,24.822,57.605,NA,1402,28.36,36.8,Green
Caretta caretta,2012-01-04T16:08:03Z,6.76142,49.47154,Juvenile,182,26.43,35.49,Loggerhead
Chelonia mydas,2016-09-05T23:03:00Z,25.789,55.839,NA,6,28.13,38.64,Green
Caretta caretta,2012-04-30T13:18:35Z,9.27859,50.84264,Juvenile,98,26.16,35.65,Loggerhead
Chelonia mydas,2016-09-18T22:21:00Z,24.646,53.041,NA,2,27.91,38.67,Green
Caretta caretta,2011-01-31T01:32:51Z,12.46854,56.19631,Juvenile,4165,26.94,36.03,Loggerhead
Chelonia mydas,2017-05-31T11:36:00Z,24.647,53.093,NA,3,27.93,38.71,Green
Caretta caretta,2012-04-02T13:36:20Z,9.26396,50.77893,Juvenile,20,26.18,35.65,Loggerhead
Chelonia mydas,2017-05-28T12:05:00Z,25.594,55.43,NA,20,28.22,38.82,Green
Caretta caretta,2011-04-15T22:31:57Z,13.60202,52.86634,Juvenile,2463,26.82,36,Loggerhead
Chelonia mydas,2016-12-17T11:08:00Z,24.154,53.332,NA,5,27.99,38.67,Green
Chelonia mydas,2016-08-08T23:24:00Z,24.66,53.103,NA,7,27.93,38.71,Green
Chelonia mydas,2018-11-18T05:59:00Z,24.547,53.361,NA,5,28.02,38.74,Green
Chelonia mydas,2019-05-28T19:07:00Z,24.576,53.041,NA,2,27.93,38.65,Green
Caretta caretta,2011-01-24T16:27:44Z,1.03604,51.75192,Juvenile,5091,27.89,35.35,Loggerhead
Caretta caretta,2011-03-02T19:33:48Z,11.59219,55.69069,Juvenile,4325,26.98,35.97,Loggerhead
Caretta caretta,2011-03-30T14:43:57Z,0.79258,50.11869,Juvenile,5106,27.66,35.35,Loggerhead
Chelonia mydas,2018-09-07T04:47:00Z,24.529,53.032,NA,3,27.93,38.65,Green
Chelonia mydas,2018-09-24T05:38:00Z,22.46,62.71,NA,3301,26.98,36.5,Green
Chelonia mydas,2017-07-21T13:56:00Z,24.647,53.056,NA,2,27.91,38.67,Green
Caretta caretta,2011-05-01T21:24:46Z,17.37621,55.34345,Juvenile,1013,25.66,35.76,Loggerhead
Chelonia mydas,2019-07-04T17:23:00Z,24.565,52.981,NA,7,27.89,38.64,Green
Chelonia mydas,2019-05-26T06:14:00Z,24.565,53.078,NA,2,27.93,38.65,Green
Caretta caretta,2012-04-18T03:40:14Z,15.55218,55.63456,Juvenile,2967,26.98,36.09,Loggerhead
Caretta caretta,2012-03-29T05:05:16Z,14.52541,53.15171,Juvenile,1850,26.92,36.05,Loggerhead
Chelonia mydas,2018-04-16T12:09:00Z,24.479,52.983,NA,7,27.92,38.61,Green
Caretta caretta,2012-01-09T14:44:39Z,7.49919,49.74387,Juvenile,42,26.41,35.51,Loggerhead
Chelonia mydas,2016-08-10T13:10:00Z,24.656,53.081,NA,3,27.91,38.67,Green
Caretta caretta,2012-02-21T00:16:40Z,16.78523,56.73327,Juvenile,3711,26.58,36.13,Loggerhead
Chelonia mydas,2019-05-08T12:48:00Z,24.583,53.145,NA,2,27.94,38.67,Green
Caretta caretta,2012-03-11T20:20:48Z,9.25059,50.73696,Juvenile,41,26.17,35.65,Loggerhead
Chelonia mydas,2019-10-09T15:35:00Z,24.654,52.917,NA,9,27.89,38.66,Green
Caretta caretta,2011-03-09T16:40:34Z,13.4301,56.17648,Juvenile,3588,26.83,36.07,Loggerhead
Caretta caretta,2012-01-29T06:03:59Z,9.23096,50.73773,Juvenile,36,26.21,35.65,Loggerhead
Chelonia mydas,2017-07-07T11:13:00Z,24.685,53.044,NA,13,27.91,38.69,Green
Caretta caretta,2011-03-23T02:35:34Z,13.97164,51.36119,Juvenile,2140,27.63,36.03,Loggerhead
Caretta caretta,2011-04-06T07:33:25Z,5.04041,60.99528,Juvenile,3561,28.98,35.61,Loggerhead
Chelonia mydas,2016-09-08T22:32:00Z,24.535,54.387,NA,2,28.09,38.93,Green
Caretta caretta,2011-06-16T16:53:01Z,19.44744,57.86837,Juvenile,28,25.07,36.15,Loggerhead
Chelonia mydas,2018-12-05T06:52:00Z,24.575,53.345,NA,2,28.02,38.74,Green
Chelonia mydas,2018-05-16T11:27:00Z,24.919,54.429,NA,19,28.2,38.91,Green
Chelonia mydas,2016-11-18T12:57:00Z,22.421,59.849,NA,45,26.66,36.6,Green
Chelonia mydas,2017-06-27T03:32:00Z,24.637,53.079,NA,2,27.91,38.67,Green
Chelonia mydas,2017-06-18T11:29:00Z,24.689,53.01,NA,9,27.91,38.69,Green
Chelonia mydas,2019-06-29T12:45:00Z,24.658,53.067,NA,2,27.91,38.67,Green
Chelonia mydas,2016-12-25T23:55:00Z,24.643,53.051,NA,2,27.91,38.67,Green
Chelonia mydas,2018-03-16T23:55:00Z,24.648,53.02,NA,9,27.91,38.67,Green
Caretta caretta,2012-06-11T02:26:34Z,19.53727,60.961,Juvenile,3534,26.9,36.27,Loggerhead
Chelonia mydas,2017-01-16T23:07:00Z,24.168,53.287,NA,6,28,38.65,Green
Chelonia mydas,2018-10-24T12:05:00Z,21.321,59.332,NA,37,25.79,36.08,Green
Chelonia mydas,2017-05-07T12:48:00Z,24.607,53.116,NA,2,27.93,38.71,Green
Chelonia mydas,2016-12-16T13:09:00Z,24.151,53.348,NA,4,28,38.69,Green
Chelonia mydas,2017-06-17T11:33:00Z,24.536,53.267,NA,6,28,38.72,Green
Caretta caretta,2012-05-20T19:13:05Z,14.96974,55.26836,Juvenile,2445,27.04,36.08,Loggerhead
Chelonia mydas,2017-04-30T05:39:00Z,24.368,52.971,NA,9,27.95,38.57,Green
Caretta caretta,2012-04-08T02:17:48Z,14.92368,55.76371,Juvenile,1970,27.02,36.09,Loggerhead
Chelonia mydas,2018-06-27T11:43:00Z,24.572,53.384,NA,7,28.02,38.74,Green
Chelonia mydas,2018-05-09T13:49:00Z,25.683,55.731,NA,3,28.19,38.73,Green
Caretta caretta,2011-02-20T10:02:44Z,15.97236,52.51752,Juvenile,320,26.68,36.07,Loggerhead
Caretta caretta,2011-11-27T01:54:31Z,0.33265,45.10922,Juvenile,3394,27.15,35.35,Loggerhead
Chelonia mydas,2017-06-20T14:05:00Z,24.663,52.907,NA,10,27.86,38.64,Green
Caretta caretta,2012-06-15T19:02:35Z,19.19858,61.98129,Juvenile,3599,27.05,36.34,Loggerhead
Chelonia mydas,2018-04-28T11:27:00Z,24.63,53.031,NA,3,27.91,38.67,Green
Caretta caretta,2011-12-18T08:39:54Z,3.48643,57.46586,Juvenile,4752,28.69,35.48,Loggerhead
Chelonia mydas,2019-07-13T06:02:00Z,24.639,53.049,NA,2,27.91,38.67,Green
Caretta caretta,2011-05-07T02:26:57Z,14.78643,58.51414,Juvenile,3330,26.94,36.14,Loggerhead
Chelonia mydas,2019-06-24T17:01:00Z,24.621,53.051,NA,2,27.91,38.67,Green
Caretta caretta,2012-02-22T02:58:11Z,9.22775,50.6958,Juvenile,14,26.21,35.65,Loggerhead
Caretta caretta,2011-05-02T01:41:23Z,15.21243,56.93543,Juvenile,3246,26.9,36.13,Loggerhead
Chelonia mydas,2016-05-29T13:28:00Z,24.652,53.023,NA,9,27.91,38.67,Green
Caretta caretta,2011-11-13T08:04:33Z,2.06211,46.94505,Juvenile,3317,27.17,35.31,Loggerhead
Chelonia mydas,2016-09-22T12:27:00Z,24.246,53.673,NA,15,27.99,38.79,Green
Chelonia mydas,2016-05-30T04:30:00Z,24.468,53.176,NA,10,27.98,38.69,Green
Caretta caretta,2011-02-10T13:33:50Z,16.11957,53.90458,Juvenile,2431,26.94,36.09,Loggerhead
Chelonia mydas,2016-10-18T10:54:00Z,25.766,55.895,NA,3,28.13,38.64,Green
Caretta caretta,2011-02-18T02:35:00Z,16.33474,52.837,Juvenile,1669,26.71,36.06,Loggerhead
Chelonia mydas,2016-09-09T11:34:00Z,24.259,53.177,NA,10,27.99,38.65,Green
Caretta caretta,2011-05-08T07:48:29Z,16.06191,55.39365,Juvenile,3450,26.84,36.1,Loggerhead
Caretta caretta,2011-01-30T22:43:31Z,12.39927,56.15879,Juvenile,4146,26.94,36.02,Loggerhead
Chelonia mydas,2019-05-11T06:29:00Z,24.661,53.107,NA,7,27.93,38.71,Green
Chelonia mydas,2016-08-21T01:40:00Z,24.656,53.067,NA,2,27.91,38.67,Green
Chelonia mydas,2018-04-24T12:22:00Z,25.375,55.166,NA,22,28.26,38.95,Green
Chelonia mydas,2016-08-24T11:14:00Z,24.654,53.079,NA,3,27.91,38.67,Green
Chelonia mydas,2019-09-30T16:35:00Z,24.593,53.24,NA,8,27.96,38.73,Green
Caretta caretta,2012-04-22T02:56:59Z,14.54706,55.9025,Juvenile,2529,26.99,36.1,Loggerhead
Chelonia mydas,2018-04-26T11:55:00Z,25.346,55.078,NA,21,28.28,38.93,Green
Caretta caretta,2012-06-18T20:18:25Z,19.75195,61.76961,Juvenile,3565,26.99,36.33,Loggerhead
Caretta caretta,2011-04-27T16:57:38Z,9.86302,59.98514,Juvenile,4437,27.89,36.05,Loggerhead
Caretta caretta,2011-02-19T04:25:26Z,16.16112,52.7669,Juvenile,1505,26.73,36.07,Loggerhead
Chelonia mydas,2019-09-14T03:48:00Z,24.645,53.028,NA,4,27.91,38.67,Green
Caretta caretta,2012-04-20T11:09:20Z,15.05844,55.37221,Juvenile,2310,27.03,36.08,Loggerhead
Chelonia mydas,2016-06-07T13:45:00Z,24.635,53.03,NA,3,27.91,38.67,Green
Chelonia mydas,2019-06-02T19:03:00Z,24.52,53.049,NA,8,27.93,38.65,Green
Caretta caretta,2011-02-24T02:14:22Z,9.6776,55.60237,Juvenile,2874,27.12,35.83,Loggerhead
Chelonia mydas,2016-08-19T23:05:00Z,24.633,53.021,NA,5,27.91,38.67,Green
Caretta caretta,2011-04-07T18:20:08Z,15.53899,52.90371,Juvenile,2326,26.93,36.09,Loggerhead
Chelonia mydas,2018-05-23T17:55:00Z,25.749,55.876,NA,2,NA,NA,Green
Chelonia mydas,2016-08-24T23:42:00Z,25.792,55.863,NA,5,28.13,38.64,Green
Chelonia mydas,2018-05-05T11:51:00Z,24.453,53.06,NA,8,27.96,38.64,Green
