BO_sstmean,BO_bathymean,BO22_ph,BO2_dissoxmean_bdmean,BO2_salinitymean_ss,BO2_chlomean_ss,BO21_nitratemean_ss
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
28.867000579833984,-4617,8.187999725341797,180.00206,35.338821,0.152204,0.266227
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
28.165000915527344,-5083,8.175000190734863,183.110489,35.367444,0.179569,0.62625
27.25,-3258,8.125,92.075691,36.693118,0.150317,0.03543
26.822999954223633,-2780,8.1529998779296875,134.094543,36.117061,0.208188,0.607387
26.95199966430664,-3883,8.1660003662109375,150.398483,36.151707,0.18413,0.461708
27.6560001373291,-4,8.131999969482422,197.207138,38.645105,0.141008,7e-6
26.839000701904297,-3173,8.14799976348877,137.648056,36.088673,0.2196,0.618655
28.08799934387207,-5,8.133999824523926,197.94931,38.644236,0.121566,3.2e-5
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.81100082397461,-57,8.135000228881836,209.63002,37.317773,0.100655,1.38e-4
27.606000900268555,-6,8.133000373840332,197.747635,38.673339,0.141344,2e-6
27.516000747680664,-2,8.131999969482422,197.502701,38.081113,0.136633,3e-6
25.922000885009766,-66,8.131999969482422,138.798035,35.76138,0.576602,2.203467
26.90399932861328,-3640,8.130000114440918,133.68132,36.298578,0.242889,0.304519
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.999000549316406,-5117,8.175000190734863,182.521545,35.362068,0.17609,0.741343
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
26.420000076293945,-21,8.17300033569336,200.674881,35.645199,0.345451,2.082446
27.5049991607666,-14,8.133000373840332,199.482361,38.673269,0.140772,3e-6
27.55299949645996,-4,8.133000373840332,197.660294,38.652464,0.141299,2e-6
27.534000396728516,-3117,8.184000015258789,150.121918,35.944811,0.160934,0.763967
27.538000106811523,-8,8.131999969482422,197.592575,38.635504,0.141425,2e-6
29.034000396728516,-4629,8.184000015258789,178.481323,35.38169,0.13283,0.233475
27.17300033569336,-256,8.137999534606934,32.246113,36.051238,0.520662,1.083634
27.4950008392334,-13,8.133000373840332,199.525269,38.692256,0.138178,3e-6
29.03700065612793,-4232,8.180000305175781,176.655579,35.471995,0.118457,0.143583
27.479000091552734,-12,8.133000373840332,198.351822,38.693469,0.139424,3e-6
28.158000946044922,-5200,8.178000450134277,182.667191,35.359748,0.170039,0.679988
27.750999450683594,-22,8.133000373840332,204.795105,38.607505,0.127578,6e-6
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
26.766000747680664,-362,8.13700008392334,21.767525,36.01963,0.564374,1.281599
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
28.381999969482422,-4926,8.182999610900879,181.870346,35.355498,0.168176,0.520864
27.621999740600586,-11,8.133000373840332,197.924805,38.761449,0.138398,3e-6
26.451000213623047,99,8.17300033569336,203.209549,35.648902,0.350679,2.118417
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.770000457763672,-8,8.131999969482422,196.976486,38.757497,0.148727,0.001802
26.934999465942383,-4233,8.17300033569336,174.422424,35.971305,0.215264,1.25887
27.631999969482422,-4196,8.187000274658203,155.524734,36.153051,0.138924,0.399445
27.606000900268555,-6,8.133000373840332,197.747635,38.673339,0.141344,2e-6
27.68600082397461,-7,8.133000373840332,197.569351,38.741651,0.141028,8e-6
26.792999267578125,-2968,8.142999649047852,132.688782,36.096566,0.267906,0.642298
27.97800064086914,-3673,8.1850004196167,165.113815,35.839751,0.136196,0.477106
26.86400032043457,-2571,8.16100025177002,130.455185,35.958914,0.290891,1.020682
27.999000549316406,-2880,8.185999870300293,147.906082,35.846538,0.13288,0.43407
25.898000717163086,-29,8.121000289916992,194.23053,36.041822,1.033896,0.81186
26.240999221801758,-15,8.151000022888184,204.395615,36.516903,0.111161,0.002705
27.554000854492188,-9,8.131999969482422,197.539429,38.606552,0.1413,2e-6
26.406999588012695,-3066,8.13700008392334,136.996002,36.098196,0.462431,1.46047
27.72599983215332,-53,8.135000228881836,213.494812,38.367089,0.113444,3.54e-4
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.70599937438965,-2,8.131999969482422,197.194992,38.667218,0.141387,3e-6
26.49799919128418,-3050,8.137999534606934,136.988297,36.083691,0.477382,1.432907
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
28.170000076293945,0,8.133999824523926,197.454163,38.722734,0.123742,2.8e-5
26.420000076293945,-21,8.17300033569336,200.674881,35.645199,0.345451,2.082446
27.493000030517578,-13,8.133000373840332,198.470917,38.470926,0.138055,3e-6
26.94499969482422,-3604,8.130000114440918,130.46138,36.330964,0.209804,0.210103
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.8439998626709,-2328,8.185999870300293,124.8433,35.895277,0.137477,0.52855
28.0049991607666,-2953,8.1850004196167,148.878967,35.813941,0.140021,0.484226
28.014999389648438,2,8.133999824523926,197.265457,38.742545,0.128039,5.8e-5
27.704999923706055,-19,8.133000373840332,201.8936,38.709575,0.131977,4e-6
26.93000030517578,-2425,8.161999702453613,121.279388,35.947986,0.29399,1.101688
26.937999725341797,-532,8.121999740600586,1.284223,36.632164,0.190282,0.07157
27.606000900268555,-6,8.133000373840332,197.747635,38.673339,0.141344,2e-6
29.68899917602539,-3691,8.194999694824219,170.803925,35.170102,0.10273,0.065049
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.55699920654297,-8,8.133000373840332,197.805374,38.635834,0.141215,2e-6
26.673999786376953,-308,8.13599967956543,25.2966,36.007704,0.592055,1.323047
27.076000213623047,-2925,8.178999900817871,160.32608,35.29938,0.231592,0.796056
26.573999404907227,-467,8.121999740600586,1.337294,36.587202,0.261995,0.086342
26.833999633789062,-2665,8.151000022888184,127.861519,36.102736,0.210675,0.60316
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
28.974000930786133,-3047,8.178000450134277,151.681046,35.653799,0.092927,0.043487
27.114999771118164,-2868,8.180999755859375,150.183304,35.820255,0.196016,1.304062
27.917999267578125,-5,8.133000373840332,196.769089,38.944149,0.15135,5.29e-4
28.898000717163086,-4646,8.182000160217285,178.799973,35.475004,0.12671,0.190065
27.889999389648438,-4,8.131999969482422,196.740829,38.934843,0.153873,0.001107
26.155000686645508,-517,8.12399959564209,2.751224,36.214504,0.712562,1.793716
27.822999954223633,-5,8.131999969482422,196.8358,38.852613,0.154684,0.00213
25.996000289916992,-311,8.131999969482422,20.805771,35.615468,0.609055,2.341622
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
26.80500030517578,-3035,8.147000312805176,133.099274,36.09142,0.224026,0.605598
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.70599937438965,-2,8.131999969482422,197.194992,38.667218,0.141387,3e-6
26.20599937438965,-54,8.119999885559082,163.302612,35.919799,0.901903,0.342674
28.031999588012695,-13,8.133999824523926,199.86087,38.697157,0.123672,2.4e-5
27.479000091552734,-12,8.133000373840332,198.351822,38.693469,0.139424,3e-6
27.889999389648438,-4,8.131999969482422,196.740829,38.934843,0.153873,0.001107
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.506000518798828,-9,8.131999969482422,197.481491,38.534431,0.140582,2e-6
27.513999938964844,-10,8.133000373840332,198.426926,38.706008,0.135823,4e-6
26.954999923706055,-2702,8.145999908447266,128.036362,36.091248,0.230269,0.617031
27.517000198364258,-10,8.133000373840332,198.008591,38.663923,0.140526,3e-6
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.517000198364258,-10,8.133000373840332,198.008591,38.663923,0.140526,3e-6
26.790000915527344,-3024,8.142000198364258,132.642487,36.095405,0.292314,0.697893
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.517000198364258,-10,8.133000373840332,198.008591,38.663923,0.140526,3e-6
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.606000900268555,-6,8.133000373840332,197.747635,38.673339,0.141344,2e-6
27.900999069213867,-13,8.131999969482422,197.494476,38.796466,0.152292,0.002418
26.552000045776367,-2632,8.133000373840332,122.996262,36.168302,0.367967,1.274677
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
26.420000076293945,-21,8.17300033569336,200.674881,35.645199,0.345451,2.082446
27.94700050354004,-18,8.131999969482422,199.486877,38.766835,0.151671,0.002393
28.429000854492188,-4945,8.182999610900879,182.426758,35.360949,0.17015,0.464287
27.606000900268555,-6,8.133000373840332,197.747635,38.673339,0.141344,2e-6
26.860000610351562,-2685,8.144000053405762,123.057846,36.10074,0.240131,0.609879
27.889999389648438,-4,8.131999969482422,196.740829,38.934843,0.153873,0.001107
28.33300018310547,-2844,8.182999610900879,146.475021,35.76009,0.127523,0.250262
27.606000900268555,-6,8.133000373840332,197.747635,38.673339,0.141344,2e-6
28.0049991607666,-2953,8.1850004196167,148.878967,35.813941,0.140021,0.484226
27.704999923706055,-19,8.133000373840332,201.8936,38.709575,0.131977,4e-6
28.423999786376953,-2444,8.184000015258789,134.189499,35.823696,0.105904,0.130064
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
26.805999755859375,-2700,8.142000198364258,127.382179,36.096358,0.298811,0.708184
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.6560001373291,-4,8.131999969482422,197.207138,38.645105,0.141008,7e-6
27.055999755859375,-3295,8.180000305175781,168.544754,35.330495,0.219144,0.891716
28.08799934387207,-5,8.133999824523926,197.94931,38.644236,0.121566,3.2e-5
27.68600082397461,-7,8.133000373840332,197.569351,38.741651,0.141028,8e-6
27.05699920654297,-2668,8.175999641418457,150.263977,35.258026,0.266595,0.831825
27.516000747680664,-2,8.131999969482422,197.502701,38.081113,0.136633,3e-6
26.656999588012695,-1940,8.137999534606934,87.918907,36.051987,0.47666,1.146109
29.011999130249023,-3719,8.178000450134277,171.087814,35.521818,0.113315,0.12092
27.70599937438965,-2,8.131999969482422,197.194992,38.667218,0.141387,3e-6
28.56100082397461,-208,8.130000114440918,105.027847,36.828181,0.160661,0.053115
27.742000579833984,-4953,8.182999610900879,181.263199,35.478094,0.158318,0.784329
28.940000534057617,-3562,8.177000045776367,165.962997,35.62089,0.104997,0.086068
27.152000427246094,-3865,8.170999526977539,177.247467,35.330518,0.22069,0.988004
26.71500015258789,4,8.17300033569336,203.154282,35.627677,0.32918,1.970027
27.68600082397461,-7,8.133000373840332,197.569351,38.741651,0.141028,8e-6
27.899999618530273,8,8.12600040435791,199.978088,36.809879,0.160863,0.063876
27.479000091552734,-12,8.133000373840332,198.351822,38.693469,0.139424,3e-6
26.920000076293945,-2619,8.151000022888184,126.724724,36.08357,0.221712,0.677301
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
26.913000106811523,-4182,8.168000221252441,157.851868,36.029313,0.213474,1.105523
27.750999450683594,-22,8.133000373840332,204.795105,38.607505,0.127578,6e-6
28.507999420166016,-2887,8.182000160217285,150.229172,35.745926,0.115095,0.180419
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.569000244140625,-11,8.133000373840332,198.334625,38.728305,0.138868,3e-6
27.97599983215332,-2,8.131999969482422,196.481903,38.958645,0.15295,7.71e-4
26.829999923706055,-2864,8.152000427246094,133.760117,36.122799,0.207546,0.567057
27.979999542236328,-23,8.133000373840332,200.058151,38.945696,0.142403,0.001202
27.371999740600586,-2222,8.1529998779296875,99.126404,36.036913,0.288342,0.733278
26.552000045776367,-2632,8.133000373840332,122.996262,36.168302,0.367967,1.274677
28.44499969482422,-4718,8.1850004196167,181.700012,35.352704,0.168356,0.460938
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.68600082397461,-7,8.133000373840332,197.569351,38.741651,0.141028,8e-6
26.42799949645996,-92,8.17300033569336,145.429886,35.647191,0.34329,2.086616
26.767000198364258,-3079,8.142999649047852,137.091721,36.095595,0.274298,0.659181
28.08799934387207,-5,8.133999824523926,197.94931,38.644236,0.121566,3.2e-5
28.309999465942383,-4998,8.182999610900879,182.067856,35.357009,0.166269,0.557491
27.606000900268555,-6,8.133000373840332,197.747635,38.673339,0.141344,2e-6
28.395999908447266,-3367,8.182000160217285,159.019623,35.751053,0.118469,0.199476
27.552000045776367,-10,8.131999969482422,197.492737,38.550877,0.140578,2e-6
26.420000076293945,-21,8.17300033569336,200.674881,35.645199,0.345451,2.082446
27.60099983215332,-14,8.133000373840332,199.691467,38.730509,0.135807,3e-6
28.170000076293945,0,8.133999824523926,197.454163,38.722734,0.123742,2.8e-5
26.81999969482422,-2946,8.147000312805176,133.76059,36.092654,0.224264,0.602856
27.746000289916992,-7,8.131999969482422,197.200485,38.761286,0.148164,0.001576
27.06800079345703,-6,8.170999526977539,204.41655,35.277649,0.327517,1.121879
26.983999252319336,-3099,8.178999900817871,153.065933,35.882425,0.20159,1.266847
26.774999618530273,-2713,8.123000144958496,100.655853,36.563769,0.233943,0.061408
26.84000015258789,-3529,8.170000076293945,154.76358,35.976918,0.230918,1.294677
27.43899917602539,-15,8.133000373840332,199.711563,38.628479,0.140042,3e-6
27.479000091552734,-12,8.133000373840332,198.351822,38.693469,0.139424,3e-6
26.88599967956543,-3679,8.128000259399414,134.00473,36.277535,0.279925,0.40134
26.798999786376953,-3567,8.145000457763672,143.835556,36.095856,0.238021,0.590412
27.187000274658203,-16,8.133000373840332,200.525909,38.533671,0.141988,3e-6
26.920000076293945,-2410,8.156000137329102,124.349205,36.097215,0.215129,0.745543
27.69300079345703,-21,8.133000373840332,202.121689,38.698035,0.132112,4e-6
27.18899917602539,-2876,8.178999900817871,148.937927,35.938175,0.19366,1.110544
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.66900062561035,-2,8.131999969482422,197.157944,38.649448,0.141227,8e-6
26.589000701904297,68,8.17300033569336,203.250961,35.657391,0.352643,2.137891
27.59600067138672,-8,8.133000373840332,197.740356,38.736542,0.139921,3e-6
28.4689998626709,-19,8.156000137329102,198.008133,36.059958,0.444648,0.966524
27.584999084472656,-2702,8.184000015258789,144.908951,35.888971,0.155809,0.723739
26.840999603271484,-2108,8.151000022888184,102.807144,36.088699,0.215441,0.638327
26.920000076293945,-2458,8.149999618530273,121.5177,36.084465,0.221498,0.646466
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.663999557495117,-5107,8.180000305175781,181.90213,35.457479,0.161429,0.789264
26.906999588012695,-1038,8.17199993133545,59.887093,35.273706,0.302921,1.114488
27.606000900268555,-6,8.133000373840332,197.747635,38.673339,0.141344,2e-6
27.979999542236328,-6,8.133999824523926,197.275421,38.807262,0.130386,6.5e-5
26.964000701904297,-2509,8.151000022888184,121.902092,36.081257,0.226479,0.701938
27.55299949645996,-4,8.133000373840332,197.660294,38.652464,0.141299,2e-6
28.280000686645508,-378,8.126999855041504,1.270584,36.830167,0.149561,0.045204
26.420000076293945,-21,8.17300033569336,200.674881,35.645199,0.345451,2.082446
28.038999557495117,-35,8.133999824523926,209.876633,38.548592,0.115913,3.9e-5
26.941999435424805,-2067,8.138999938964844,98.572151,36.049623,0.517558,1.127677
28.170000076293945,0,8.133999824523926,197.454163,38.722734,0.123742,2.8e-5
27.479000091552734,-12,8.133000373840332,198.351822,38.693469,0.139424,3e-6
29.179000854492188,-3007,8.175999641418457,153.74971,35.584176,0.081847,0.029979
26.893999099731445,-3064,8.152000427246094,143.45993000000001,36.082658,0.22143,0.681374
28.031999588012695,-13,8.133999824523926,199.86087,38.697157,0.123672,2.4e-5
27.70599937438965,-6,8.131999969482422,197.198181,38.677762,0.141634,9e-6
26.97800064086914,-2741,8.14900016784668,129.968231,36.079405,0.229683,0.629637
27.538000106811523,-8,8.131999969482422,197.592575,38.635504,0.141425,2e-6
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.729999542236328,-2438,8.161999702453613,109.015923,36.041786,0.221104,0.330353
27.517000198364258,-10,8.133000373840332,198.008591,38.663923,0.140526,3e-6
27.899999618530273,8,8.12600040435791,199.978088,36.809879,0.160863,0.063876
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
26.739999771118164,-3156,8.142000198364258,137.415039,36.111015,0.253921,0.585392
28.52199935913086,-2702,8.182000160217285,146.684998,35.741466,0.11497,0.17849
27.55299949645996,-7,8.131999969482422,197.713913,38.572768,0.140988,2e-6
26.20800018310547,-83,8.121000289916992,122.411743,36.116863,0.945796,0.586154
26.97100067138672,-4165,8.170000076293945,158.029266,36.021203,0.210775,1.142229
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.025999069213867,-3,8.170000076293945,204.505905,35.401513,0.331149,1.15697
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
26.913000106811523,-2668,8.144000053405762,123.057831,36.102073,0.251444,0.631683
25.898000717163086,-29,8.121000289916992,194.23053,36.041822,1.033896,0.81186
27.709999084472656,-5,8.131999969482422,197.116409,38.735571,0.144467,6.77e-4
26.549999237060547,-2953,8.137999534606934,132.850693,36.065543,0.469195,1.269114
26.690000534057617,-2862,8.140000343322754,128.352127,36.077634,0.40955,1.016932
26.82200050354004,-2462,8.138999938964844,117.983994,36.068799,0.442177,1.03949
27.343000411987305,-2421,8.1529998779296875,113.38662,36.039321,0.279765,0.718897
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.01300048828125,-2367,8.142999649047852,116.94809,36.101003,0.279775,0.699205
27.888999938964844,-9,8.131999969482422,196.725357,38.920347,0.153624,0.001445
28.854999542236328,-4514,8.187000274658203,179.129166,35.331724,0.1496,0.309147
26.864999771118164,-3451,8.170000076293945,154.870758,35.981498,0.227306,1.277908
27.55699920654297,-8,8.133000373840332,197.805374,38.635834,0.141215,2e-6
26.908000946044922,-2462,8.16100025177002,114.407967,35.973182,0.295457,0.796572
27.55299949645996,-4,8.133000373840332,197.660294,38.652464,0.141299,2e-6
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
28.600000381469727,-4233,8.182999610900879,176.656784,35.600417,0.128891,0.247915
27.517000198364258,-10,8.133000373840332,198.008591,38.663923,0.140526,3e-6
27.02400016784668,-4117,8.177000045776367,164.317902,35.935076,0.203583,1.226262
27.152999877929688,-3698,8.170999526977539,174.63559,35.328456,0.223297,1.002863
27.816999435424805,-10,8.131999969482422,197.05191,38.790413,0.151233,0.00223
27.489999771118164,-8,8.131999969482422,197.642685,38.463753,0.139773,2e-6
26.922000885009766,-2439,8.15999984741211,115.624763,35.984031,0.295062,0.800948
27.882999420166016,-10,8.133000373840332,196.99783300000001,38.934371,0.150213,7.45e-4
27.812000274658203,-3088,8.1850004196167,150.939621,35.866406,0.144151,0.581656
27.606000900268555,-6,8.133000373840332,197.747635,38.673339,0.141344,2e-6
27.889999389648438,-4,8.131999969482422,196.740829,38.934843,0.153873,0.001107
27.062999725341797,-3355,8.178999900817871,168.597473,35.339411,0.214954,0.938563
27.479000091552734,-12,8.133000373840332,198.351822,38.693469,0.139424,3e-6
27.584999084472656,-2702,8.184000015258789,144.908951,35.888971,0.155809,0.723739
27.930999755859375,-14,8.133000373840332,198.306976,38.930922,0.148583,5.66e-4
28.643999099731445,-3155,8.180999755859375,154.147018,35.73835,0.109137,0.142696
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.750999450683594,-14,8.131999969482422,198.982758,38.777754,0.142376,1.4e-5
27.92300033569336,-5,8.131999969482422,196.998581,38.757705,0.148555,0.001776
26.823999404907227,-2370,8.154000282287598,123.427567,36.11406,0.208993,0.653833
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
25.77199935913086,7,8.121000289916992,209.638306,35.995657,1.051488,0.900266
26.884000778198242,-2553,8.154999732971191,129.615982,36.096126,0.214303,0.694802
28.236000061035156,-63,8.133000373840332,198.76741,36.84655,0.147985,0.020579
27.94700050354004,-18,8.131999969482422,199.486877,38.766835,0.151671,0.002393
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.534000396728516,-3117,8.184000015258789,150.121918,35.944811,0.160934,0.763967
27.15399932861328,-1193,8.142999649047852,27.670908,36.078501,0.405523,1.094618
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
27.6560001373291,-4,8.131999969482422,197.207138,38.645105,0.141008,7e-6
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
28.08799934387207,-5,8.133999824523926,197.94931,38.644236,0.121566,3.2e-5
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
26.790000915527344,-3024,8.142000198364258,132.642487,36.095405,0.292314,0.697893
27.479000091552734,-12,8.133000373840332,198.351822,38.693469,0.139424,3e-6
26.43000030517578,-3329,8.128999710083008,136.73494,36.232458,0.377928,1.252425
27.70800018310547,-4775,8.182999610900879,180.841156,35.473847,0.157688,0.771442
27.941999435424805,-17,8.133000373840332,199.376816,38.908835,0.145613,5.15e-4
27.534000396728516,-1467,8.1529998779296875,52.682404,36.037137,0.328947,0.849805
26.874000549316406,-2136,8.152000427246094,102.970161,36.089706,0.215049,0.648446
27.95199966430664,-5,8.131999969482422,196.890747,38.764857,0.150035,0.002094
27.239999771118164,-3665,8.180999755859375,161.565201,35.922309,0.182317,1.019723
28.35099983215332,-4914,8.182999610900879,181.835495,35.355749,0.167548,0.530473
27.85099983215332,-4,8.133000373840332,197.816269,38.673048,0.140721,3e-6
